chr	start	end	aluexon	position	strand	distance_to_alu	3SSS	WU	U1	U2
GL397261	23110330	23110331	AluID:129493	chr7:91597298:91597299	+	21	-5.85	6	2	6
GL397261	231451	231452	AluID:313021	1	+	20	-9.15	18	18	5
GL397261	23327211	23327212	AluID:129560	chr7:91801441:91801442	-	21	-10.55	13	13	7
GL397261	23413966	23413967	AluID:129582	chr7:91893729:91893730	+	22	1.36	21	21	14
GL397261	23482152	23482153	AluID:129602	chr7:91960599:91960600	+	21	2.79	19	19	5
GL397261	23707361	23707362	AluID:129630	chr7:92195938:92195939	-	18	-17.46	10	4	10
GL397261	24725672	24725673	AluID:129682	chr7:93140157:93140158	-	21	-4.98	5	5	5
GL397261	250314	250315	AluID:313031	chr20:5771113:5771114	+	22	-4.95	11	11	7
GL397261	25880827	25880828	AluID:129717	chr7:94277692:94277693	-	21	-5.84	25	25	7
GL397261	26230071	26230072	AluID:129741	chr7:94636195:94636196	+	18	1.36	17	17	5
GL397261	26320211	26320212	AluID:129766	1	+	20	3.44	27	27	5
GL397261	26766786	26766787	AluID:129819	1	+	20	-1.32	7	7	5
GL397261	27067644	27067645	AluID:129831	chr7:95481002:95481003	+	19	-12.40	8	8	5
GL397261	27348177	27348178	AluID:129863	chr7:95763241:95763242	-	19	-2.84	7	7	3
GL397261	2905013	2905014	AluID:313168	chr20:8407599:8407600	+	22	-18.80	5	3	5
GL397261	29373217	29373218	AluID:121181	chr7:7262813:7262814	+	19	-6.86	9	9	5
GL397261	29874749	29874750	AluID:121241	chr7:7752981:7752982	-	18	-0.68	12	6	12
GL397261	29878448	29878449	AluID:121244	chr7:7756695:7756696	+	22	-4.84	NA	NA	5
GL397261	30043741	30043742	AluID:121271	chr7:7919919:7919920	+	18	-18.88	20	4	20
GL397261	30095089	30095090	AluID:121283	chr7:7970616:7970617	+	19	-6.03	10	10	5
GL397261	30186316	30186317	AluID:121302	chr7:8062673:8062674	+	18	-19.19	6	6	6
GL397261	30239037	30239038	AluID:121312	chr7:8104348:8104349	+	18	-7.68	13	7	13
GL397261	3287251	3287252	AluID:313218	chr20:8789674:8789675	+	22	-13.85	8	8	7
GL397261	3369537	3369538	AluID:313224	chr20:8861833:8861834	+	19	-7.08	5	5	5
GL397261	3387452	3387453	AluID:313226	chr20:8879719:8879720	+	22	1.96	8	8	5
GL397261	36338484	36338485	AluID:121459	-1	-	20	-5.14	20	20	5
GL397261	36860774	36860775	AluID:121485	chr7:14506003:14506004	-	22	-31.19	5	5	5
GL397261	37356552	37356553	AluID:121531	chr7:14992390:14992391	-	22	-0.66	15	5	15
GL397261	39150188	39150189	AluID:121645	chr7:16713554:16713555	+	21	-12.98	18	18	6
GL397261	39166169	39166170	AluID:121647	chr7:16729844:16729845	+	21	2.53	12	12	7
GL397261	39173382	39173383	AluID:121648	chr7:16736783:16736784	+	19	-11.32	6	4	6
GL397261	39255789	39255790	AluID:121656	chr7:16807546:16807547	+	22	-8.82	6	6	6
GL397261	39355991	39355992	AluID:121668	chr7:16909253:16909254	-	22	-11.06	5	3	5
GL397261	40461216	40461217	AluID:121687	chr7:17925446:17925447	-	19	3.19	6	6	6
GL397261	40486690	40486691	AluID:121691	chr7:17951257:17951258	-	18	1.36	13	13	5
GL397261	40908256	40908257	AluID:121731	chr7:18365137:18365138	+	19	-7.04	5	5	5
GL397261	41014572	41014573	AluID:121737	chr7:18469875:18469876	+	22	-9.26	12	12	6
GL397261	41354582	41354583	AluID:121767	chr7:18783655:18783656	+	21	-0.93	15	15	6
GL397261	43433745	43433746	AluID:121846	chr7:20802243:20802244	+	22	2.69	18	18	5
GL397261	44485591	44485592	AluID:121900	chr7:21766568:21766569	+	21	3.85	22	22	5
GL397261	44653863	44653864	AluID:121922	chr7:21928125:21928126	+	22	3.68	10	10	5
GL397261	45123693	45123694	AluID:121963	chr7:22341234:22341235	-	22	4.04	11	11	6
GL397261	45256569	45256570	AluID:121969	chr7:22468394:22468395	-	19	-17.60	6	6	6
GL397261	45291957	45291958	AluID:121974	chr7:22499949:22499950	-	19	0.33	20	4	20
GL397261	45388657	45388658	AluID:121989	chr7:22634810:22634811	-	19	1.36	15	15	4
GL397261	45639858	45639859	AluID:121998	chr7:22861366:22861367	-	18	-4.72	14	14	5
GL397261	45966672	45966673	AluID:305190	-1	+	20	2.62	5	5	5
GL397261	46119052	46119053	AluID:305108	-1	+	20	-4.87	6	4	6
GL397261	46161909	46161910	AluID:305077	chr19:39040586:39040587	-	18	-28.66	5	5	4
GL397261	46163214	46163215	AluID:305075	1	-	20	8.22	6	4	6
GL397261	46452082	46452083	AluID:304941	chr19:38767454:38767455	-	22	0.06	5	5	5
GL397261	46453466	46453467	AluID:304939	chr19:38766247:38766248	-	19	7.04	15	7	15
GL397261	46456094	46456095	AluID:304937	chr19:38764078:38764079	-	19	6.36	NA	4	NA
GL397261	46473691	46473692	AluID:304921	chr19:38747469:38747470	-	18	-2.98	9	9	5
GL397261	46504963	46504964	AluID:304906	chr19:38712753:38712754	+	19	-3.72	5	5	5
GL397261	46581291	46581292	AluID:304879	chr19:38645909:38645910	-	18	-13.61	6	6	5
GL397261	46953497	46953498	AluID:304708	chr19:38256346:38256347	+	19	4.25	5	5	4
GL397261	47024945	47024946	AluID:304675	chr19:38185563:38185564	+	18	2.47	8	6	8
GL397261	47183347	47183348	AluID:304596	chr19:38029197:38029198	-	19	-0.76	8	8	5
GL397261	47199130	47199131	AluID:304578	chr19:38011806:38011807	-	22	2.06	10	6	10
GL397261	47335542	47335543	AluID:304534	chr19:37874156:37874157	-	21	3.85	20	20	5
GL397261	47336067	47336068	AluID:304533	chr19:37873639:37873640	-	22	-14.44	5	5	5
GL397261	47357783	47357784	AluID:304526	chr19:37855750:37855751	-	19	0.34	7	7	6
GL397261	47362286	47362287	AluID:304524	chr19:37851583:37851584	-	18	-4.17	6	4	6
GL397261	47368893	47368894	AluID:304519	chr19:37846099:37846100	-	22	-5.65	6	6	5
GL397261	47374282	47374283	AluID:304514	1	-	20	-6.48	19	19	5
GL397261	47432907	47432908	AluID:304477	chr19:37722995:37722996	-	22	2.11	17	17	6
GL397261	47692588	47692589	AluID:304357	1	-	20	4.19	16	16	5
GL397261	47708646	47708647	AluID:304348	chr19:37432905:37432906	-	19	8.36	NA	NA	NA
GL397261	47792148	47792149	AluID:304305	chr19:37350904:37350905	-	19	1.09	8	8	6
GL397261	47809621	47809622	AluID:304291	chr19:37335221:37335222	+	19	0.25	9	9	8
GL397261	48134660	48134661	AluID:213805	chr12:65185509:65185510	-	22	-2.79	13	13	4
GL397261	48286118	48286119	AluID:213743	chr12:65042341:65042342	-	21	-4.06	10	2	10
GL397261	48448923	48448924	AluID:213711	chr12:64893493:64893494	-	22	-6.52	13	13	5
GL397261	48518764	48518765	AluID:213681	chr12:64823244:64823245	-	22	3.02	18	18	5
GL397261	48560493	48560494	AluID:213665	-1	+	20	-17.77	11	7	11
GL397261	48566153	48566154	AluID:213658	-1	+	20	-8.95	9	9	6
GL397261	48640899	48640900	AluID:213606	chr12:64677127:64677128	+	19	-0.17	6	6	5
GL397261	49071274	49071275	AluID:213496	chr12:64252977:64252978	-	19	-6.88	13	13	5
GL397261	4907838	4907839	AluID:313327	chr20:10405706:10405707	-	19	-5.74	27	27	6
GL397261	4953589	4953590	AluID:313349	chr20:10452902:10452903	+	19	-13.78	7	7	5
GL397261	50014103	50014104	AluID:213418	chr12:63057768:63057769	+	19	-0.81	5	5	5
GL397261	50216905	50216906	AluID:213379	chr12:62867359:62867360	-	22	-5.71	6	6	6
GL397261	50385702	50385703	AluID:213364	chr12:62692919:62692920	-	22	-6.14	9	9	5
GL397261	50546927	50546928	AluID:213339	chr12:62544661:62544662	+	18	3.35	28	28	7
GL397261	5095926	5095927	AluID:313387	chr20:10593228:10593229	+	21	-9.99	5	3	5
GL397261	50995412	50995413	AluID:213301	chr12:62109098:62109099	+	18	-11.54	5	2	5
GL397261	53721400	53721401	AluID:213287	chr12:59291360:59291361	+	22	4.97	6	5	6
GL397261	54518613	54518614	AluID:243950	chr15:43188997:43188998	+	18	0.48	7	7	5
GL397261	54960087	54960088	AluID:213245	chr12:58198862:58198863	-	19	-6.37	6	4	6
GL397261	54960360	54960361	AluID:213244	chr12:58198592:58198593	+	22	3.12	19	19	4
GL397261	55250381	55250382	AluID:213177	chr12:57927556:57927557	+	19	-5.74	27	27	5
GL397261	55376466	55376467	AluID:213085	chr12:57796967:57796968	+	18	-6.40	6	5	6
GL397261	55376894	55376895	AluID:213084	chr12:57796541:57796542	+	18	-22.79	NA	5	NA
GL397261	55473483	55473484	AluID:213002	chr12:57709865:57709866	+	21	-16.56	8	8	6
GL397261	55483112	55483113	AluID:212996	chr12:57703995:57703996	+	19	1.56	10	10	3
GL397261	55521073	55521074	AluID:212977	chr12:57669992:57669993	+	22	-3.53	19	19	6
GL397261	55678874	55678875	AluID:212955	chr12:57516669:57516670	+	18	-17.61	5	5	4
GL397261	55777839	55777840	AluID:212914	chr12:57416643:57416644	+	19	1.46	8	8	6
GL397261	56086831	56086832	AluID:212852	chr12:57075327:57075328	+	22	-5.44	8	5	8
GL397261	56124237	56124238	AluID:212832	chr12:57038329:57038330	+	18	-3.78	23	8	23
GL397261	56130827	56130828	AluID:212828	chr12:57032676:57032677	+	22	-0.02	6	6	5
GL397261	56265839	56265840	AluID:212753	chr12:56928441:56928442	-	21	-8.05	6	6	6
GL397261	56267368	56267369	AluID:212751	1	-	20	-27.93	6	6	5
GL397261	56571953	56571954	AluID:212634	chr12:56645523:56645524	+	22	-3.15	10	10	3
GL397261	56656193	56656194	AluID:212603	chr12:56562767:56562768	+	19	2.13	NA	12	NA
GL397261	56657844	56657845	AluID:212602	chr12:56561144:56561145	+	22	-4.86	NA	4	NA
GL397261	56678785	56678786	AluID:212597	chr12:56532914:56532915	-	22	3.01	27	27	8
GL397261	56903738	56903739	AluID:212507	chr12:56311197:56311198	+	19	-4.60	9	9	8
GL397261	56908821	56908822	AluID:212499	chr12:56306137:56306138	+	22	-7.47	22	7	22
GL397261	57032253	57032254	AluID:212447	chr12:56170208:56170209	+	18	-5.67	7	7	4
GL397261	57957773	57957774	AluID:212418	1	-	20	-7.41	10	10	6
GL397261	58244361	58244362	AluID:212322	-1	+	20	2.15	27	4	27
GL397261	58244520	58244521	AluID:212321	-1	+	20	-5.74	27	27	7
GL397261	58883632	58883633	AluID:212235	chr12:54009176:54009177	+	18	-7.67	15	15	8
GL397261	58918688	58918689	AluID:212216	-1	+	20	-7.37	22	22	6
GL397261	59093145	59093146	AluID:212105	1	-	20	-9.11	7	7	3
GL397261	59104439	59104440	AluID:212082	chr12:53785987:53785988	-	19	-5.13	7	7	7
GL397261	59317607	59317608	AluID:212024	chr12:53598159:53598160	+	18	4.78	21	21	5
GL397261	59368779	59368780	AluID:211996	chr12:53556048:53556049	+	19	0.95	6	5	6
GL397261	59410839	59410840	AluID:211991	chr12:53506572:53506573	-	18	-7.10	14	14	7
GL397261	59446015	59446016	AluID:211984	chr12:53472263:53472264	+	18	4.74	19	19	7
GL397261	59616715	59616716	AluID:211914	chr12:53293098:53293099	+	21	-0.39	NA	5	NA
GL397261	59681591	59681592	AluID:211906	chr12:53226058:53226059	+	19	-4.73	6	6	5
GL397261	60110134	60110135	AluID:211900	-1	+	20	-0.41	20	6	20
GL397261	61013307	61013308	AluID:211812	chr12:51889267:51889268	-	18	-5.53	18	18	6
GL397261	61117921	61117922	AluID:211782	chr12:51790729:51790730	-	22	-0.45	14	14	5
GL397261	61366018	61366019	AluID:211667	chr12:51561848:51561849	+	18	-2.19	5	5	5
GL397261	61453241	61453242	AluID:211601	chr12:51475078:51475079	+	19	-0.67	6	6	5
GL397261	61462503	61462504	AluID:211592	chr12:51465372:51465373	+	18	-5.64	13	7	13
GL397261	61513338	61513339	AluID:211574	chr12:51417232:51417233	+	19	-9.58	7	7	7
GL397261	61681632	61681633	AluID:211505	chr12:51255617:51255618	-	18	-3.11	18	18	6
GL397261	61912499	61912500	AluID:211420	chr12:51045541:51045542	-	21	-13.80	7	7	4
GL397261	61977564	61977565	AluID:211381	chr12:50983819:50983820	-	22	-10.98	10	3	10
GL397261	62184155	62184156	AluID:211215	chr12:50782979:50782980	+	18		NA	NA	16
GL397261	62187456	62187457	AluID:211211	chr12:50780213:50780214	+	19	-0.90	5	5	5
GL397261	62194986	62194987	AluID:211172	chr12:50754452:50754453	+	19	-3.52	17	17	5
GL397261	62283720	62283721	AluID:211132	chr12:50664394:50664395	+	22	-2.86	NA	9	NA
GL397261	62359200	62359201	AluID:211083	-1	+	20	-17.43	NA	7	NA
GL397261	62402234	62402235	AluID:211025	1	-	20	-7.52	21	21	6
GL397261	62433836	62433837	AluID:210991	chr12:50506771:50506772	-	21	-20.12	12	3	12
GL397261	62521101	62521102	AluID:210973	chr12:50423676:50423677	+	22	0.25	11	11	6
GL397261	62837662	62837663	AluID:210878	chr12:50094497:50094498	+	21	2.79	28	28	5
GL397261	62843785	62843786	AluID:210875	chr12:50088685:50088686	+	19	-17.02	13	13	6
GL397261	62961665	62961666	AluID:210842	chr12:49973679:49973680	-	18	-1.26	6	6	6
GL397261	63061989	63061990	AluID:210810	chr12:49878870:49878871	-	19	11.46	30	30	6
GL397261	63114800	63114801	AluID:210775	1	-	20	-5.27	5	5	5
GL397261	63129197	63129198	AluID:210761	1	-	20	0.85	7	5	7
GL397261	63598703	63598704	AluID:210604	1	-	20	5.41	16	16	6
GL397261	63607516	63607517	AluID:210585	chr12:49302414:49302415	-	19	8.77	NA	5	NA
GL397261	63608923	63608924	AluID:210582	chr12:49301002:49301003	+	18	-9.50	NA	16	NA
GL397261	63612211	63612212	AluID:210578	-1	+	20	-0.73	3	3	3
GL397261	63751851	63751852	AluID:210538	chr12:49154321:49154322	-	18	-1.57	5	4	5
GL397261	63757100	63757101	AluID:210531	chr12:49148138:49148139	-	21	-4.29	3	2	3
GL397261	63822835	63822836	AluID:210489	chr12:49074728:49074729	+	22	-8.10	16	16	5
GL397261	63838158	63838159	AluID:210475	chr12:49060661:49060662	+	18	-6.68	13	13	6
GL397261	64276496	64276497	AluID:210429	chr12:48495052:48495053	+	18	-10.07	5	5	5
GL397261	64701916	64701917	AluID:210371	chr12:48096333:48096334	+	19	2.70	24	24	12
GL397261	65826802	65826803	AluID:210322	chr12:46649948:46649949	+	21	1.88	15	15	6
GL397261	66232820	66232821	AluID:210276	1	-	20	-8.10	5	4	5
GL397261	66264142	66264143	AluID:210267	1	-	20	7.29	8	5	8
GL397261	66286166	66286167	AluID:210264	1	-	20	-2.18	6	4	6
GL397261	66689550	66689551	AluID:210240	chr12:45792990:45792991	-	19	-1.34	6	6	5
GL397261	68162537	68162538	AluID:210130	1	-	20	-18.13	8	8	6
GL397261	68732060	68732061	AluID:210081	-1	+	20	-9.08	17	17	5
GL397261	69841272	69841273	AluID:209971	chr12:42717724:42717725	+	21	-5.74	29	29	2
GL397261	69889586	69889587	AluID:209944	1	-	20	-19.76	9	9	5
GL397261	69905068	69905069	AluID:209933	chr12:42652263:42652264	-	19	-1.18	9	7	9
GL397261	70046457	70046458	AluID:209871	chr12:42513204:42513205	+	22	4.17	5	3	5
GL397261	71447988	71447989	AluID:209807	chr12:41153288:41153289	-	19	12.77	7	5	7
GL397261	72366448	72366449	AluID:209736	-1	+	20	-6.95	21	21	7
GL397261	72664628	72664629	AluID:209706	chr12:40002495:40002496	+	19	0.32	10	4	10
GL397261	72895114	72895115	AluID:209680	chr12:39792956:39792957	+	19	5.60	7	4	7
GL397261	7801512	7801513	AluID:313430	chr20:13291827:13291828	-	21	-21.70	7	7	5
GL397261	79645	79646	AluID:312980	chr20:5576295:5576296	-	19	2.08	8	8	5
GL397261	8078206	8078207	AluID:313461	chr20:13553331:13553332	-	22	2.10	14	14	8
GL397261	8426041	8426042	AluID:313541	chr20:13906968:13906969	-	21	-9.33	10	10	5
GL397262	10240320	10240321	AluID:318240	chr20:45050682:45050683	-	19	4.41	8	8	6
GL397262	10432945	10432946	AluID:318260	-1	-	20	-18.77	28	28	5
GL397262	10487072	10487073	AluID:318268	-1	-	20	1.99	7	7	4
GL397262	10866242	10866243	AluID:318307	chr20:45650978:45650979	+	18	-7.79	5	4	5
GL397262	10909158	10909159	AluID:318316	chr20:45692634:45692635	+	19	-1.49	6	2	6
GL397262	11007307	11007308	AluID:318343	chr20:45791176:45791177	+	19	2.79	21	21	5
GL397262	11358649	11358650	AluID:318459	chr20:46136397:46136398	+	21	-9.76	5	5	5
GL397262	11361582	11361583	AluID:318460	chr20:46139371:46139372	+	22	-12.62	5	5	5
GL397262	11451919	11451920	AluID:318544	chr20:46233385:46233386	+	21	-5.46	7	4	7
GL397262	12771412	12771413	AluID:318636	chr20:47558868:47558869	+	22	8.26	14	6	14
GL397262	13012943	13012944	AluID:318781	chr20:47799371:47799372	-	19	3.04	9	9	7
GL397262	13070836	13070837	AluID:318812	chr20:47859271:47859272	+	22	-5.74	25	25	5
GL397262	13089351	13089352	AluID:318820	chr20:47877763:47877764	-	22	1.97	6	6	6
GL397262	13279014	13279015	AluID:318845	chr20:48069553:48069554	-	22	-8.87	8	8	7
GL397262	13348502	13348503	AluID:318855	chr20:48140316:48140317	-	22	0.68	10	10	5
GL397262	13547781	13547782	AluID:318916	chr20:48320420:48320421	-	18	-1.72	10	10	6
GL397262	14359555	14359556	AluID:318997	chr20:49131079:49131080	+	19	-4.54	5	5	5
GL397262	14449819	14449820	AluID:319032	-1	-	20	-1.65	NA	6	NA
GL397262	14467230	14467231	AluID:319042	-1	-	20	-6.31	25	25	10
GL397262	14671971	14671972	AluID:319128	chr20:49434029:49434030	+	21	-15.63	16	16	7
GL397262	14820497	14820498	AluID:319187	chr20:49573061:49573062	-	19	3.58	12	12	5
GL397262	15321456	15321457	AluID:319208	chr20:50057814:50057815	-	18	-5.75	7	7	5
GL397262	15637489	15637490	AluID:319368	chr20:50365731:50365732	-	19	-3.13	5	5	4
GL397262	16013792	16013793	AluID:319430	chr20:50713428:50713429	-	22	2.31	7	7	5
GL397262	16048641	16048642	AluID:319448	chr20:50747610:50747611	-	22	-5.90	7	7	6
GL397262	16984758	16984759	AluID:319484	chr20:51614729:51614730	+	22	0.89	9	9	5
GL397262	1799923	1799924	AluID:317245	chr20:36699160:36699161	+	19	1.58	16	16	5
GL397262	18485083	18485084	AluID:319612	chr20:53107133:53107134	+	18	1.82	6	6	5
GL397262	200409	200410	AluID:316674	1	+	20	-16.87	7	6	7
GL397262	204750	204751	AluID:316678	chr20:35144015:35144016	+	18	-6.33	7	5	7
GL397262	2051574	2051575	AluID:317278	chr20:36951034:36951035	+	18	1.01	6	4	6
GL397262	20604149	20604150	AluID:319704	chr20:55086916:55086917	+	18	-16.37	15	15	5
GL397262	20607280	20607281	AluID:319705	chr20:55090085:55090086	-	19	-13.12	33	33	4
GL397262	22866187	22866188	AluID:201278	chr11:89951059:89951060	-	19	4.64	16	16	5
GL397262	2351395	2351396	AluID:317332	chr20:37246763:37246764	+	19	2.30	17	17	6
GL397262	2358670	2358671	AluID:317333	chr20:37254067:37254068	+	18	0.08	13	13	5
GL397262	2371746	2371747	AluID:317341	chr20:37267015:37267016	+	19	-4.23	8	7	8
GL397262	2554234	2554235	AluID:317351	1	+	20	-7.63	4	3	4
GL397262	26641358	26641359	AluID:201352	1	+	20	-6.51	28	28	5
GL397262	2674995	2674996	AluID:317397	1	+	20	-7.56	12	12	6
GL397262	26807431	26807432	AluID:201433	chr11:93566720:93566721	-	21	-25.82	6	5	6
GL397262	27414089	27414090	AluID:201457	chr11:94162029:94162030	-	21	3.75	11	11	6
GL397262	27767724	27767725	AluID:201490	chr11:94494006:94494007	+	18	-2.84	10	10	6
GL397262	279835	279836	AluID:316696	chr20:35207603:35207604	+	22	-15.88	9	9	6
GL397262	29173431	29173432	AluID:201571	-1	-	20	4.74	22	20	22
GL397262	29199513	29199514	AluID:201575	chr11:95961222:95961223	-	19	-27.44	6	6	5
GL397262	29376487	29376488	AluID:201595	chr11:96104729:96104730	-	19	-13.56	6	5	6
GL397262	29423163	29423164	AluID:201596	chr11:96157725:96157726	+	22	-2.18	5	4	5
GL397262	32241049	32241050	AluID:201617	chr11:99071775:99071776	+	22	-5.45	9	9	5
GL397262	32458433	32458434	AluID:201631	chr11:99278987:99278988	+	21	-0.70	3	2	3
GL397262	32606661	32606662	AluID:201645	chr11:99422654:99422655	+	22	2.55	11	11	5
GL397262	326373	326374	AluID:316733	-1	-	20	2.17	46	5	46
GL397262	33149108	33149109	AluID:201684	chr11:99953044:99953045	+	21	-14.12	7	5	7
GL397262	33824598	33824599	AluID:201722	chr11:100614729:100614730	+	18	-12.73	6	3	6
GL397262	33882733	33882734	AluID:201734	chr11:100673167:100673168	+	18	-8.51	8	8	4
GL397262	35062254	35062255	AluID:201824	chr11:101829896:101829897	+	22	-7.97	8	8	5
GL397262	35159340	35159341	AluID:201835	1	+	20	2.30	9	9	5
GL397262	36286730	36286731	AluID:201953	1	+	20	-0.78	5	5	5
GL397262	408307	408308	AluID:316774	chr20:35329926:35329927	-	22	-5.69	7	3	7
GL397262	41182628	41182629	AluID:202321	chr11:107949853:107949854	+	21	-4.95	19	19	10
GL397262	41208606	41208607	AluID:202333	chr11:107973076:107973077	+	21	3.24	5	5	5
GL397262	41395280	41395281	AluID:202404	chr11:108155696:108155697	+	22	1.02	11	11	5
GL397262	41508269	41508270	AluID:202446	chr11:108266035:108266036	-	22	-11.00	17	4	17
GL397262	41534368	41534369	AluID:202453	chr11:108287406:108287407	-	19	0.76	5	5	5
GL397262	41590143	41590144	AluID:202474	chr11:108333846:108333847	-	21	-12.75	5	5	5
GL397262	41593564	41593565	AluID:202476	chr11:108337300:108337301	-	22	1.63	6	6	5
GL397262	41852291	41852292	AluID:202537	chr11:108586849:108586850	+	19	-11.05	6	4	6
GL397262	43429175	43429176	AluID:202606	chr11:110073107:110073108	-	18	-4.87	8	8	6
GL397262	43808913	43808914	AluID:202674	-1	-	20	3.35	13	13	5
GL397262	44618777	44618778	AluID:202692	chr11:111223662:111223663	-	22	-4.85	17	17	5
GL397262	44627725	44627726	AluID:202693	-1	-	20	2.30	26	26	7
GL397262	44954957	44954958	AluID:202742	1	+	20	-4.46	16	16	5
GL397262	45322258	45322259	AluID:202864	chr11:111906232:111906233	+	18	0.37	10	10	5
GL397262	45354735	45354736	AluID:202881	chr11:111937353:111937354	-	18	-12.20	21	21	5
GL397262	45408096	45408097	AluID:202910	1	+	20	-8.85	6	4	6
GL397262	46408142	46408143	AluID:202992	chr11:112915487:112915488	+	19	-7.70	13	13	7
GL397262	47226414	47226415	AluID:203049	chr11:113697641:113697642	-	21	2.79	23	23	5
GL397262	47329110	47329111	AluID:203104	chr11:113797278:113797279	+	18	-22.92	5	5	5
GL397262	48114529	48114530	AluID:203170	chr11:114563539:114563540	+	22	-5.71	12	12	7
GL397262	48896504	48896505	AluID:203193	chr11:115306448:115306449	-	22	0.98	6	6	5
GL397262	4966049	4966050	AluID:317456	chr20:39818869:39818870	+	21	-13.61	4	3	4
GL397262	4970909	4970910	AluID:317459	chr20:39823787:39823788	+	22	-18.32	7	7	6
GL397262	50409101	50409102	AluID:203223	chr11:116758322:116758323	-	19	1.94	7	7	5
GL397262	50486608	50486609	AluID:203250	-1	-	20	-20.83	6	6	5
GL397262	50493560	50493561	AluID:203252	chr11:116830028:116830029	-	19	2.50	10	10	7
GL397262	50542037	50542038	AluID:203290	chr11:116880271:116880272	-	22	-4.83	13	13	6
