chr	start	end	aluexon	position	strand	distance_to_alu	3SSS	WU	U1	U2
chr10	20855280	20855281	AluID:317699	chr20:42233471:42233472	-	19	-20.68	8	6	8
chr10	20928683	20928684	AluID:317691	chr20:42211346:42211347	-	18	1.49	6	6	6
chr10	21000473	21000474	AluID:317666	chr20:42139054:42139055	-	18	-5.73	20	20	6
chr10	21319503	21319504	AluID:317647	chr20:41804311:41804312	+	21	5.08	4	2	4
chr10	21583785	21583786	AluID:317605	chr20:41537778:41537779	+	22	-19.71	6	4	6
chr10	21928492	21928493	AluID:317577	-1	+	20	4.74	19	19	6
chr10	23297087	23297088	AluID:317459	chr20:39823787:39823788	-	22	-19.97	8	3	8
chr10	23301932	23301933	AluID:317456	chr20:39818869:39818870	-	21	-4.71	5	3	5
chr10	25546141	25546142	AluID:317397	1	-	20	-8.62	10	10	5
chr10	25669087	25669088	AluID:317351	1	-	20	-16.41	4	3	4
chr10	25859125	25859126	AluID:317341	chr20:37267015:37267016	-	19	-4.45	10	6	10
chr10	25872361	25872362	AluID:317333	chr20:37254067:37254068	-	18	1.69	5	5	5
chr10	25879750	25879751	AluID:317332	chr20:37246763:37246764	-	19		NA	NA	6
chr10	26177967	26177968	AluID:317278	chr20:36951034:36951035	-	18	-0.16	6	4	6
chr10	26434869	26434870	AluID:317245	chr20:36699160:36699161	-	19	0.50	7	7	5
chr10	27252555	27252556	AluID:317144	-1	+	20	-6.45	20	20	5
chr10	27309955	27309956	AluID:317115	chr20:35828420:35828421	-	19	-12.09	26	26	5
chr10	27325385	27325386	AluID:317100	chr20:35810819:35810820	-	18	3.59	7	7	6
chr10	27414908	27414909	AluID:317034	chr20:35722367:35722368	+	22	-4.10	12	12	3
chr10	27425751	27425752	AluID:317021	chr20:35712198:35712199	+	19	0.79	NA	5	NA
chr10	27488769	27488770	AluID:316966	chr20:35638436:35638437	+	19	-12.44	15	8	15
chr10	27672997	27672998	AluID:316865	chr20:35458403:35458404	+	22	7.38	NA	5	NA
chr10	27808135	27808136	AluID:316774	chr20:35329926:35329927	+	22	-6.43	NA	NA	5
chr10	27887324	27887325	AluID:316726	-1	+	20	-1.72	6	6	5
chr10	27929467	27929468	AluID:316696	chr20:35207603:35207604	-	22	-15.69	8	8	6
chr10	28008312	28008313	AluID:316678	chr20:35144015:35144016	-	18	-6.75	6	5	6
chr10	28040946	28040947	AluID:316658	chr20:35111082:35111083	-	22	2.73	7	7	5
chr10	28554596	28554597	AluID:316508	chr20:34575797:34575798	-	21	-9.25	5	4	5
chr10	28660320	28660321	AluID:316445	chr20:34480316:34480317	-	18	1.77	7	5	7
chr10	28736121	28736122	AluID:316387	chr20:34404384:34404385	-	22	-5.74	30	30	4
chr10	28747533	28747534	AluID:316367	1	-	20	-2.18	6	3	6
chr10	28769791	28769792	AluID:316342	chr20:34375100:34375101	-	19	-4.89	5	3	5
chr10	29107998	29107999	AluID:316197	chr20:34055788:34055789	-	22	4.64	16	16	5
chr10	29118746	29118747	AluID:316193	chr20:34045369:34045370	-	19	3.70	8	8	2
chr10	29185871	29185872	AluID:316156	chr20:33979003:33979004	+	21	-2.30	7	7	5
chr10	29192941	29192942	AluID:316150	chr20:33972445:33972446	+	18	1.27	19	19	2
chr10	29415234	29415235	AluID:316036	chr20:33757913:33757914	+	21	-5.92	15	15	5
chr10	29445105	29445106	AluID:316023	chr20:33728280:33728281	+	21	-3.60	6	6	5
chr10	29932423	29932424	AluID:315844	chr20:33251288:33251289	+	21	4.30	7	6	7
chr10	30178317	30178318	AluID:315711	chr20:32997230:32997231	-	18	-7.53	6	6	5
chr10	30198310	30198311	AluID:315687	chr20:32977025:32977026	-	19	-10.16	6	6	4
chr10	30509284	30509285	AluID:315604	chr20:32697906:32697907	+	19	-4.49	10	9	10
chr10	30613357	30613358	AluID:315568	chr20:32598084:32598085	-	18	0.62	7	7	5
chr10	30833662	30833663	AluID:315538	chr20:32369808:32369809	-	21	-24.36	6	6	4
chr10	30839638	30839639	AluID:315531	1	-	20	-4.62	7	7	3
chr10	30840753	30840754	AluID:315528	chr20:32363538:32363539	-	18	-18.05	6	5	6
chr10	30866315	30866316	AluID:315501	chr20:32337569:32337570	-	21	-5.46	12	12	5
chr10	30873013	30873014	AluID:315488	chr20:32330020:32330021	-	22	2.91	6	6	5
chr10	30881064	30881065	AluID:315479	1	-	20	6.34	5	5	5
chr10	31125736	31125737	AluID:315344	chr20:32086064:32086065	-	19	-9.49	NA	14	NA
chr10	31211814	31211815	AluID:315289	-1	+	20	-9.84	16	16	6
chr10	313295	313296	AluID:320292	chr20:62617698:62617699	+	21	-1.47	11	11	5
chr10	31639809	31639810	AluID:315202	chr20:31509654:31509655	-	22	7.04	7	7	5
chr10	31670091	31670092	AluID:315179	chr20:31478937:31478938	-	18	0.96	7	7	5
chr10	31737333	31737334	AluID:315134	chr20:31416762:31416763	-	21	2.25	8	8	5
chr10	31740082	31740083	AluID:315133	1	-	20	-1.18	7	7	7
chr10	31784241	31784242	AluID:315115	chr20:31371541:31371542	-	22	-0.47	5	5	5
chr10	32013999	32014000	AluID:315010	chr20:31140756:31140757	+	19	-23.02	7	2	7
chr10	32066230	32066231	AluID:314986	chr20:31090720:31090721	+	22	-6.05	8	8	5
chr10	32194225	32194226	AluID:314908	chr20:30957074:30957075	-	21	-0.63	15	15	7
chr10	32263863	32263864	AluID:314881	chr20:30888729:30888730	-	18	-18.49	20	2	20
chr10	32266044	32266045	AluID:314875	chr20:30886514:30886515	-	21	-21.49	5	3	5
chr10	32364013	32364014	AluID:314844	chr20:30786434:30786435	+	18	-3.21	4	3	4
chr10	32545474	32545475	AluID:314792	chr20:30602084:30602085	-	22		NA	NA	NA
chr10	32570111	32570112	AluID:314790	chr20:30578037:30578038	-	21	-6.50	3	2	3
chr10	32617090	32617091	AluID:314783	chr20:30529376:30529377	-	21	-7.10	14	14	7
chr10	32635932	32635933	AluID:314779	chr20:30512404:30512405	-	21	2.54	7	7	6
chr10	32725811	32725812	AluID:314746	1	-	20	9.59	7	7	5
chr10	32773591	32773592	AluID:314737	chr20:30373313:30373314	-	19	-9.42	7	7	5
chr10	32784531	32784532	AluID:314727	chr20:30362594:30362595	-	19	1.81	7	7	6
chr10	32791823	32791824	AluID:314715	1	-	20	0.71	5	5	5
chr10	32867874	32867875	AluID:314672	chr20:30282701:30282702	+	18	4.62	5	5	3
chr10	33325416	33325417	AluID:312093	chr20:73053:73054	+	19	3.98	7	7	5
chr10	33500918	33500919	AluID:312099	chr20:262588:262589	-	18	-13.53	5	2	5
chr10	33650297	33650298	AluID:312115	chr20:391880:391881	+	18	-4.02	7	7	6
chr10	33751650	33751651	AluID:312150	-1	-	20	-9.23	8	8	6
chr10	34386400	34386401	AluID:312195	chr20:1111300:1111301	+	21	-18.85	8	8	6
chr10	34454040	34454041	AluID:312199	chr20:1185765:1185766	+	22	2.79	19	19	7
chr10	36865862	36865863	AluID:312273	chr20:2501104:2501105	-	18	-13.44	5	5	3
chr10	37084757	37084758	AluID:312332	1	+	20	2.66	6	4	6
chr10	37266896	37266897	AluID:312373	chr20:2898900:2898901	+	19	-0.14	5	2	5
chr10	37489726	37489727	AluID:312465	chr20:3122299:3122300	-	21	-1.01	7	7	5
chr10	37572788	37572789	AluID:312518	chr20:3201227:3201228	+	22	-19.09	5	5	3
chr10	37746087	37746088	AluID:312573	chr20:3360234:3360235	-	21	-1.49	4	4	2
chr10	381149	381150	AluID:320271	chr20:62549969:62549970	-	19	3.87	16	16	6
chr10	38130213	38130214	AluID:312632	-1	-	20	-7.28	8	8	4
chr10	38370788	38370789	AluID:312728	chr20:3964888:3964889	-	21	-11.02	8	8	5
chr10	38513789	38513790	AluID:312752	chr20:4106362:4106363	+	21	4.01	12	12	5
chr10	39384217	39384218	AluID:312881	chr20:4969885:4969886	-	19	-5.45	NA	6	NA
chr10	39958526	39958527	AluID:312980	chr20:5576295:5576296	-	19	0.52	7	7	5
chr10	40157871	40157872	AluID:313031	chr20:5771113:5771114	+	22	-5.05	12	12	6
chr10	42803187	42803188	AluID:313168	chr20:8407599:8407600	+	22	-18.37	5	4	5
chr10	43180991	43180992	AluID:313218	chr20:8789674:8789675	+	22	-20.05	8	8	7
chr10	43273241	43273242	AluID:313226	chr20:8879719:8879720	+	22	0.87	6	6	5
chr10	44754773	44754774	AluID:313327	chr20:10405706:10405707	-	19	-29.44	8	8	5
chr10	44768617	44768618	AluID:313332	chr20:10419140:10419141	+	22	-4.76	28	28	5
chr10	44950783	44950784	AluID:313387	chr20:10593228:10593229	+	21	-4.00	5	3	5
chr10	47629389	47629390	AluID:313430	chr20:13291827:13291828	-	21		NA	NA	6
chr10	4764341	4764342	AluID:319851	chr20:58234445:58234446	-	22	-29.33	20	20	5
chr10	47680415	47680416	AluID:313433	chr20:13330782:13330783	-	22	-23.86	5	5	5
chr10	49359148	49359149	AluID:313706	chr20:14971167:14971168	+	21	-9.09	18	18	5
chr10	50242133	50242134	AluID:313802	1	+	20	10.29	6	6	4
chr10	50659266	50659267	AluID:313815	chr20:16266466:16266467	-	19	-6.53	7	7	6
chr10	50829064	50829065	AluID:313828	chr20:16428590:16428591	-	18	2.06	4	4	4
chr10	50917054	50917055	AluID:313845	chr20:16512711:16512712	-	21	3.15	14	14	6
chr10	50954955	50954956	AluID:313855	-1	-	20	-5.74	27	27	5
chr10	51943086	51943087	AluID:313904	chr20:17536305:17536306	-	22	-10.59	5	5	5
chr10	52361080	52361081	AluID:313958	chr20:17957307:17957308	+	22	-9.10	5	5	5
chr10	52408195	52408196	AluID:314002	chr20:18006198:18006199	-	21	-10.17	12	12	6
chr10	52417942	52417943	AluID:314007	chr20:18016107:18016108	-	18	-1.04	8	8	5
chr10	52822275	52822276	AluID:314062	chr20:18414179:18414180	-	21	3.01	18	18	5
chr10	52948720	52948721	AluID:314106	chr20:18538404:18538405	+	21	-0.15	13	13	5
chr10	53039733	53039734	AluID:314137	chr20:18640882:18640883	+	19	1.42	6	6	5
chr10	54289649	54289650	AluID:314197	1	+	20	-3.31	9	4	9
chr10	54441601	54441602	AluID:314230	chr20:20038385:20038386	+	19	0.26	20	6	20
chr10	54472242	54472243	AluID:314234	chr20:20072355:20072356	+	22	-12.67	8	8	5
chr10	55071237	55071238	AluID:314308	chr20:20674742:20674743	-	18	0.40	6	6	6
chr10	59253816	59253817	AluID:314392	chr20:24947929:24947930	-	22	1.78	7	7	5
chr10	59336153	59336154	AluID:314397	chr20:25025257:25025258	-	22	-8.38	5	5	5
chr10	59615805	59615806	AluID:314420	chr20:25298951:25298952	-	22	-0.60	6	6	5
chr10	5966571	5966572	AluID:319801	chr20:57037894:57037895	+	18	12.22	21	21	5
chr10	63290471	63290472	AluID:323942	chr22:17985197:17985198	+	18	2.35	4	4	4
chr10	63315608	63315609	AluID:323954	chr22:18008239:18008240	+	21	-5.74	NA	NA	NA
chr10	63405602	63405603	AluID:324016	chr22:18102479:18102480	-	19	-5.52	7	7	6
chr10	63432406	63432407	AluID:324043	chr22:18128011:18128012	+	21	-6.14	10	10	5
chr10	63459828	63459829	AluID:324079	chr22:18150801:18150802	+	21	-17.50	14	14	6
chr10	63478966	63478967	AluID:324096	chr22:18169289:18169290	+	21	-7.20	10	10	5
chr10	63515504	63515505	AluID:324121	chr22:18205018:18205019	+	21	-5.09	7	7	3
chr10	63687551	63687552	AluID:324160	chr22:18377167:18377168	-	19	-7.96	11	11	6
chr10	63695861	63695862	AluID:324165	-1	-	20	-12.09	6	6	4
chr10	63917099	63917100	AluID:324235	chr22:18610479:18610480	+	21	-0.37	NA	6	NA
chr10	63952858	63952859	AluID:324245	chr22:18643554:18643555	+	21	1.23	14	14	5
chr10	64278057	64278058	AluID:324315	chr22:19131371:19131372	-	21	-0.19	6	6	5
chr10	64354764	64354765	AluID:324324	-1	-	20	-7.86	29	29	5
chr10	64375852	64375853	AluID:324327	chr22:19224294:19224295	-	18	-14.70	11	4	11
chr10	64394405	64394406	AluID:324335	chr22:19243072:19243073	-	22	-4.82	16	16	5
chr10	64920917	64920918	AluID:324420	chr22:19765301:19765302	+	19	-18.61	6	3	6
chr10	65203017	65203018	AluID:324516	chr22:20029528:20029529	+	18	0.42	18	18	10
chr10	65294884	65294885	AluID:324542	1	+	20	-5.15	18	18	6
chr10	65601517	65601518	AluID:324568	chr22:20753881:20753882	+	22	9.23	21	21	6
chr10	65661445	65661446	AluID:324574	chr22:20808616:20808617	-	22	0.76	6	6	5
chr10	65683317	65683318	AluID:324589	chr22:20831893:20831894	-	22	-8.43	14	14	13
chr10	65779353	65779354	AluID:324645	chr22:20910040:20910041	+	19	-6.59	4	4	4
chr10	65803426	65803427	AluID:324657	chr22:20932231:20932232	+	19	1.52	7	7	5
chr10	66013476	66013477	AluID:324815	chr22:21373618:21373619	-	22	-4.65	13	13	4
chr10	66187403	66187404	AluID:324756	chr22:21224096:21224097	-	21	-2.52	5	2	5
chr10	66233226	66233227	AluID:324716	chr22:21176355:21176356	+	22	-15.99	5	2	5
chr10	67553711	67553712	AluID:325081	-1	-	20	-9.60	16	16	8
chr10	67578718	67578719	AluID:325096	chr22:22873766:22873767	-	19	-20.78	7	7	5
chr10	68223785	68223786	AluID:325108	chr22:23463923:23463924	+	22	-6.78	20	20	18
chr10	68653597	68653598	AluID:325320	chr22:24675381:24675382	+	19	7.47	5	5	5
chr10	68715230	68715231	AluID:325341	1	+	20	-6.95	22	22	5
chr10	69494991	69494992	AluID:325557	1	-	20	2.24	5	5	5
chr10	69512799	69512800	AluID:325552	chr22:25412000:25412001	-	19	-11.93	11	11	5
chr10	69519365	69519366	AluID:325544	1	-	20	-6.53	15	15	7
chr10	70006950	70006951	AluID:325671	chr22:26013767:26013768	+	19	-3.43	7	7	5
chr10	70753013	70753014	AluID:325773	chr22:26734839:26734840	+	21	-5.66	9	9	4
chr10	70760180	70760181	AluID:325774	1	+	20	-5.10	16	16	6
chr10	70764725	70764726	AluID:325777	chr22:26746641:26746642	+	21	6.09	6	4	6
chr10	70781335	70781336	AluID:325780	chr22:26762809:26762810	+	22	-22.14	7	7	6
chr10	70922033	70922034	AluID:325801	chr22:26900631:26900632	-	21	-1.19	7	7	7
chr10	70951048	70951049	AluID:325813	chr22:26931743:26931744	-	21	-0.09	7	7	6
chr10	72739616	72739617	AluID:325942	chr22:28737790:28737791	-	19	1.86	6	6	5
chr10	72830622	72830623	AluID:325965	chr22:28822206:28822207	-	18	-9.58	8	8	5
chr10	72962896	72962897	AluID:326010	chr22:28954664:28954665	-	22	-6.87	7	7	4
chr10	73183294	73183295	AluID:326134	chr22:29172595:29172596	+	19	-5.24	13	13	4
chr10	73296837	73296838	AluID:326156	chr22:29291975:29291976	+	22	-3.19	7	2	7
chr10	73317878	73317879	AluID:326173	1	+	20	-10.92	7	7	7
chr10	73792294	73792295	AluID:326333	chr22:29773193:29773194	-	18	-16.30	10	10	5
chr10	73926434	73926435	AluID:326358	chr22:29902655:29902656	-	19	1.16	7	7	6
chr10	73941896	73941897	AluID:326369	chr22:29921269:29921270	-	18	-0.12	8	8	5
chr10	73980896	73980897	AluID:326402	chr22:29961791:29961792	-	19	8.50	5	5	5
chr10	74083694	74083695	AluID:326454	chr22:30060123:30060124	+	18	-3.22	13	13	4
chr10	74826496	74826497	AluID:326621	chr22:30513529:30513530	+	19	-14.25	NA	6	NA
chr10	74839168	74839169	AluID:326628	chr22:30525686:30525687	+	18	4.20	12	12	4
chr10	75086033	75086034	AluID:326662	chr22:30778389:30778390	-	19	2.30	17	17	6
chr10	75121541	75121542	AluID:326686	chr22:30804563:30804564	-	18	-3.13	7	6	7
chr10	75700774	75700775	AluID:326931	chr22:31358576:31358577	-	19	0.52	15	15	5
chr10	75806444	75806445	AluID:326938	chr22:31463084:31463085	+	18	-3.52	24	3	24
chr10	75877256	75877257	AluID:326963	chr22:31532276:31532277	-	21	-13.97	3	3	3
chr10	75937245	75937246	AluID:326997	chr22:31590959:31590960	+	19	2.30	23	23	5
chr10	75969342	75969343	AluID:327008	chr22:31622184:31622185	+	18	-0.19	5	5	5
chr10	76083775	76083776	AluID:327028	-1	-	20	4.84	4	3	4
chr10	76226331	76226332	AluID:327101	chr22:31862095:31862096	-	18	4.76	6	5	6
chr10	76247467	76247468	AluID:327141	chr22:31883784:31883785	-	19	-11.82	8	8	6
chr10	76301567	76301568	AluID:327208	chr22:31943618:31943619	+	18	-8.33	18	18	5
chr10	76491725	76491726	AluID:327337	chr22:32133990:32133991	-	18	-2.72	12	12	7
chr10	76517292	76517293	AluID:327360	1	+	20	-5.62	NA	7	NA
chr10	76581945	76581946	AluID:327429	chr22:32222903:32222904	+	19	8.60	14	14	6
chr10	77363428	77363429	AluID:327558	chr22:32970454:32970455	-	19	-25.34	10	10	7
chr10	77400418	77400419	AluID:327564	chr22:33006243:33006244	-	19	-14.22	5	1	5
chr10	77833376	77833377	AluID:327651	-1	-	20	-2.31	5	5	5
chr10	78131971	78131972	AluID:327681	chr22:33748723:33748724	-	18		NA	NA	5
chr10	78684354	78684355	AluID:327815	chr22:34297646:34297647	-	18	-28.22	5	5	4
chr10	7964496	7964497	AluID:319705	chr20:55090085:55090086	+	19	-4.61	17	17	4
chr10	81824784	81824785	AluID:328101	chr22:37409641:37409642	-	21	-11.69	8	6	8
chr10	82386912	82386913	AluID:328144	chr22:37961202:37961203	+	22	-9.01	NA	11	NA
chr10	82396276	82396277	AluID:328151	chr22:37970506:37970507	-	22	10.09	17	17	5
chr10	82440131	82440132	AluID:328164	chr22:38015089:38015090	+	21	-4.89	NA	8	NA
chr10	82705836	82705837	AluID:328273	chr22:38258030:38258031	+	18	4.48	7	7	4
chr10	82707916	82707917	AluID:328275	chr22:38260106:38260107	+	21	-5.17	20	20	4
chr10	82728472	82728473	AluID:328301	1	+	20	-5.26	17	17	6
chr10	83052227	83052228	AluID:328463	chr22:38582470:38582471	-	19	-1.76	5	5	5
chr10	83078875	83078876	AluID:328486	chr22:38608006:38608007	+	22	-6.46	NA	NA	NA
chr10	83306970	83306971	AluID:328572	chr22:38876169:38876170	+	19	2.97	6	6	5
chr10	83421432	83421433	AluID:328631	chr22:38987331:38987332	-	18	-9.49	7	7	7
chr10	83598993	83598994	AluID:328724	chr22:39154147:39154148	-	19	-0.92	7	7	7
chr10	84704841	84704842	AluID:328909	chr22:40352180:40352181	+	18	-10.71	8	8	5
chr10	84951069	84951070	AluID:329011	chr22:40591482:40591483	+	22	3.62	16	16	7
chr10	85130693	85130694	AluID:329083	chr22:40769632:40769633	+	18	-5.44	17	17	5
chr10	85554612	85554613	AluID:329264	chr22:41205636:41205637	-	22	-7.25	20	8	20
chr10	85657626	85657627	AluID:329323	chr22:41302147:41302148	+	22	-4.81	4	4	3
chr10	85680351	85680352	AluID:329334	chr22:41326596:41326597	+	21	-6.70	17	17	5
chr10	85868032	85868033	AluID:329381	chr22:41497100:41497101	+	22	1.07	6	6	5
chr10	86298641	86298642	AluID:329605	chr22:41912740:41912741	+	18	-8.24	7	6	7
chr10	86393030	86393031	AluID:329636	chr22:42002354:42002355	-	18	-9.26	14	14	6
chr10	86430708	86430709	AluID:329676	chr22:42045242:42045243	+	21	-13.02	8	3	8
chr10	86858869	86858870	AluID:329900	chr22:42460339:42460340	-	18	-3.21	NA	3	NA
chr10	86997244	86997245	AluID:329943	chr22:42603816:42603817	-	18	3.92	9	9	5
chr10	87032213	87032214	AluID:329965	-1	-	20	-6.46	21	21	4
chr10	87796712	87796713	AluID:330187	chr22:43384139:43384140	-	18	0.95	5	5	4
chr10	87806028	87806029	AluID:330197	chr22:43393577:43393578	-	19	-3.68	6	6	6
chr10	88881175	88881176	AluID:330473	chr22:44440391:44440392	+	18	-7.69	5	5	5
chr10	88885272	88885273	AluID:330476	1	+	20	-12.98	5	5	4
chr10	89052458	89052459	AluID:330527	chr22:44614699:44614700	+	18	-9.52	5	2	5
chr10	89377	89378	AluID:320377	1	-	20	-9.23	5	4	5
chr10	89511188	89511189	AluID:330541	chr22:45082403:45082404	+	21	-1.56	NA	6	NA
chr10	89539572	89539573	AluID:330557	chr22:45111567:45111568	+	18	-19.19	6	3	6
chr10	89989621	89989622	AluID:330666	chr22:45570077:45570078	+	22	-6.67	12	12	5
chr10	90332922	90332923	AluID:330731	chr22:45904184:45904185	+	19	-9.19	12	12	6
chr10	90619276	90619277	AluID:330790	chr22:46192583:46192584	+	19	-4.46	4	2	4
chr10	90768159	90768160	AluID:330799	-1	-	20	-10.89	12	5	12
chr10	91800291	91800292	AluID:331058	1	+	20	-5.77	19	19	5
chr10	93616554	93616555	AluID:331100	chr22:49140578:49140579	+	21	-6.28	5	4	5
chr10	93643320	93643321	AluID:331103	chr22:49170177:49170178	+	19	2.21	11	7	11
chr10	94343394	94343395	AluID:331123	chr22:49874978:49874979	-	22	-4.79	12	12	5
chr10	94756649	94756650	AluID:331172	chr22:50254900:50254901	+	19	-19.90	5	4	5
chr10	94963661	94963662	AluID:331224	chr22:50501909:50501910	-	18	-7.51	6	6	5
chr10	94968089	94968090	AluID:331228	chr22:50508080:50508081	-	19	0.47	6	6	5
chr10	95019978	95019979	AluID:331257	chr22:50564228:50564229	+	19	-5.09	13	13	6
chr10	95036616	95036617	AluID:331265	chr22:50579178:50579179	+	18	-16.26	28	28	3
chr10	95258210	95258211	AluID:331338	chr22:50807878:50807879	+	22	-6.29	NA	6	NA
chr10	95475448	95475449	AluID:331423	chr22:51022782:51022783	-	19	-12.00	12	12	5
chr10	95591170	95591171	AluID:331443	chr22:51131655:51131656	+	18	-5.31	15	15	6
chr10	9947947	9947948	AluID:319612	chr20:53107133:53107134	-	18	1.82	6	6	5
chr1	101009907	101009908	AluID:16161	chr1:97715832:97715833	-	21	-2.98	7	7	6
chr1	101379959	101379960	AluID:16197	chr1:98082633:98082634	-	21	-2.78	5	5	5
chr1	102455690	102455691	AluID:16219	1	+	20	-7.30	11	11	4
chr1	102459796	102459797	AluID:16221	chr1:99132955:99132956	+	21	-8.76	17	5	17
chr1	10306078	10306079	AluID:1096	1	+	20	-17.57	6	5	6
chr1	103631366	103631367	AluID:16259	chr1:100317934:100317935	+	22	-4.80	28	9	28
chr1	103781967	103781968	AluID:16302	chr1:100463727:100463728	+	22	4.74	18	18	8
chr1	103826750	103826751	AluID:16314	chr1:100506032:100506033	+	21	2.14	12	12	6
chr1	103844280	103844281	AluID:16325	1	+	20	-16.10	6	6	5
chr1	103854776	103854777	AluID:16332	chr1:100532818:100532819	+	21	0.76	15	5	15
chr1	103996757	103996758	AluID:16382	-1	-	20	-3.72	9	7	9
chr1	104056361	104056362	AluID:16408	chr1:100734939:100734940	+	18	-5.84	NA	NA	NA
chr1	104202432	104202433	AluID:16439	chr1:100875905:100875906	+	18	-18.60	15	15	5
chr1	10821953	10821954	AluID:1160	chr1:7772406:7772407	+	18	3.80	8	8	5
chr1	10831452	10831453	AluID:1166	chr1:7781804:7781805	+	21	0.34	7	7	6
chr1	10851997	10851998	AluID:1174	1	+	20	-3.41	17	3	17
chr1	10912159	10912160	AluID:1185	chr1:7862341:7862342	+	21	5.45	9	9	7
chr11	100216152	100216153	AluID:216089	chr12:98913746:98913747	+	22	-4.55	NA	14	NA
chr11	100220853	100220854	AluID:216096	chr12:98918401:98918402	+	21	-14.09	8	8	5
chr11	100351457	100351458	AluID:216130	chr12:99045450:99045451	+	19	-9.62	8	8	3
chr11	10073817	10073818	AluID:207065	chr12:10081072:10081073	-	19	-4.92	13	13	6
chr11	100816729	100816730	AluID:216240	chr12:99509711:99509712	-	22	2.69	18	18	6
chr11	101705085	101705086	AluID:216338	chr12:100368440:100368441	-	22	-3.50	6	2	6
chr11	101810317	101810318	AluID:216360	-1	-	20	7.75	NA	NA	5
chr11	101954442	101954443	AluID:216432	chr12:100606788:100606789	-	21	-12.13	8	5	8
chr11	101959744	101959745	AluID:216436	chr12:100611804:100611805	+	19	-5.31	5	5	5
chr11	101969220	101969221	AluID:216446	chr12:100620780:100620781	-	21	-16.85	21	21	4
chr11	101983011	101983012	AluID:216468	chr12:100633640:100633641	-	22	-11.02	5	5	3
chr11	102021484	102021485	AluID:216490	chr12:100677365:100677366	+	18	-18.30	4	3	4
chr11	10221640	10221641	AluID:207077	chr12:10225663:10225664	-	19	-15.74	6	6	6
chr11	102300977	102300978	AluID:216556	1	+	20	-9.84	6	5	6
chr11	102337077	102337078	AluID:216563	chr12:100978681:100978682	+	22	-4.54	15	15	8
chr11	103107959	103107960	AluID:216639	chr12:101791253:101791254	-	18	-6.32	6	3	6
chr11	103331288	103331289	AluID:216677	chr12:102026532:102026533	+	19	-7.52	5	4	5
chr11	103488791	103488792	AluID:216708	chr12:102172672:102172673	-	18	-3.82	18	18	5
chr11	103511127	103511128	AluID:216721	chr12:102195650:102195651	-	19		NA	NA	7
chr11	103697823	103697824	AluID:216796	chr12:102382277:102382278	+	21	-25.87	NA	NA	23
