chr	start	end	aluexon	position	strand	distance_to_alu	3SSS	WU	U1	U2
chr10	31708429	31708430	Aluexon:5139	chr20:31443922:31443923:+	-	19	-0.21	10	10	5
chr10	31913080	31913081	Aluexon:2547	chr20:31238968:31238969:-	+	209	5.89	9	4	9
chr10	31923818	31923819	Aluexon:2546	chr20:31228421:31228422:-	+	102	-17.04	7	7	5
chr10	32191672	32191673	Aluexon:2549	chr20:30959580:30959581:+	-	161	-11.19	7	5	7
chr10	32191673	32191674	Aluexon:2548	chr20:30959579:30959580:+	-	160	7.06	7	5	7
chr10	32324129	32324130	Aluexon:2545	chr20:30824234:30824235:+	-	90	3.86	5	3	5
chr10	32778613	32778614	Aluexon:2544	chr20:30368740:30368741:+	-	18	9.69	5	5	5
chr10	33678715	33678716	Aluexon:2526	chr20:421645:421646:-	-	99	-21.19	NA	7	NA
chr10	34570345	34570346	Aluexon:5129	chr20:1312828:1312829:+	+	42	6.59	6	6	5
chr10	34589353	34589354	Aluexon:2532	chr20:1331002:1331003:+	+	45	5.58	5	4	5
chr10	36836373	36836374	Aluexon:2579	chr20:2467409:2467410:-	-	17	7.89	19	19	4
chr10	37559808	37559809	Aluexon:2527	chr20:3189040:3189041:+	+	16	12.54	NA	14	NA
chr10	38181107	38181108	Aluexon:6595	chr20:3790542:3790543:+	+	36	-4.73	9	9	7
chr10	38241611	38241612	Aluexon:2569	chr20:3850096:3850097:+	+	281	-0.48	9	9	7
chr10	38269589	38269590	Aluexon:2568	chr20:3871889:3871890:+	+	205	8.36	14	7	14
chr10	39362817	39362818	Aluexon:5131	chr20:4952429:4952430:-	-	20	3.58	7	7	6
chr10	39501551	39501552	Aluexon:5132	chr20:5084137:5084138:-	-	21	-8.94	11	11	7
chr10	39509759	39509760	Aluexon:2534	chr20:5092251:5092252:-	-	32	3.71	6	6	5
chr10	3992460	3992461	Aluexon:6277	chr20:58994076:58994077:+	-	35	-7.47	7	7	5
chr10	40132648	40132649	Aluexon:2531	chr20:5745738:5745739:+	+	28	7.26	8	8	6
chr10	40427782	40427783	Aluexon:2533	chr20:6040960:6040961:-	-	23	-16.69	4	3	4
chr10	47937662	47937663	Aluexon:5133	chr20:13590326:13590327:-	-	28	-4.95	13	13	5
chr10	47957972	47957973	Aluexon:4116	chr20:13611089:13611090:-	-	267	3.68	19	19	6
chr10	499389	499390	Aluexon:2612	chr20:62436762:62436763:-	+	72	-27.77	13	13	5
chr10	51922146	51922147	Aluexon:5135	chr20:17517169:17517170:-	-	25	-5.05	NA	6	NA
chr10	51927572	51927573	Aluexon:5134	chr20:17521844:17521845:-	-	11	2.79	20	20	5
chr10	53634596	53634597	Aluexon:6763	chr20:19244797:19244798:-	-	22	-17.74	11	6	11
chr10	5422142	5422143	Aluexon:5162	chr20:57573745:57573746:-	+	13	7.55	12	10	12
chr10	5423729	5423730	Aluexon:5163	chr20:57572207:57572208:-	+	31	0.61	8	8	6
chr10	5537392	5537393	Aluexon:6276	chr20:57478034:57478035:+	-	254	-25.61	27	10	17
chr10	57401724	57401725	Aluexon:6441	chr20:22991533:22991534:-	-	105	-1.40	6	6	6
chr10	57846717	57846718	Aluexon:2537	chr20:23421412:23421413:+	+	19	4.58	7	7	6
chr10	59503992	59503993	Aluexon:2538	chr20:25192628:25192629:+	+	178	5.33	7	7	4
chr10	59680484	59680485	Aluexon:2542	chr20:25368127:25368128:-	-	116	-19.92	22	22	5
chr10	59680580	59680581	Aluexon:5137	chr20:25368221:25368222:-	-	22	9.25	22	22	5
chr10	59933751	59933752	Aluexon:5138	chr20:25597653:25597654:-	-	17	4.61	6	6	4
chr10	59957583	59957584	Aluexon:2540	chr20:25615363:25615364:+	+	12	10.30	7	7	5
chr10	62519824	62519825	Aluexon:6219	chr14:19605326:19605327:+	-	177	-9.93	7	7	5
chr10	62876225	62876226	Aluexon:5172	chr22:17610565:17610566:-	-	36	2.52	16	16	6
chr10	62879429	62879430	Aluexon:2643	chr22:17614896:17614897:-	-	205	5.29	7	5	7
chr10	62891153	62891154	Aluexon:5173	chr22:17626313:17626314:-	-	283	-1.18	11	11	3
chr10	63337759	63337760	Aluexon:2642	chr22:18029926:18029927:+	+	109	6.72	7	7	4
chr10	63367556	63367557	Aluexon:2644	chr22:18065138:18065139:-	-	10	5.50	14	14	6
chr10	63432002	63432003	Aluexon:5174	chr22:18127121:18127122:+	+	24	-3.57	13	13	5
chr10	63476529	63476530	Aluexon:2646	chr22:18167373:18167374:+	+	31	5.80	NA	4	NA
chr10	63628199	63628200	Aluexon:2649	chr22:18317315:18317316:-	-	11	7.42	6	6	4
chr10	64160062	64160063	Aluexon:6603	chr22:19010135:19010136:+	+	283	-28.12	7	7	5
chr10	64188935	64188936	Aluexon:2650	chr22:19040118:19040119:-	-	191	8.08	12	12	10
chr10	64587440	64587441	Aluexon:2659	chr22:19435963:19435964:+	+	12	3.80	22	5	22
chr10	65009039	65009040	Aluexon:4123	chr22:19847733:19847734:+	+	30	4.95	7	7	6
chr10	65375187	65375188	Aluexon:6767	chr22:20188849:20188850:-	-	34	2.78	15	15	5
chr10	65601517	65601518	Aluexon:5480	chr22:20753883:20753884:+	+	22	9.23	21	21	6
chr10	65714308	65714309	Aluexon:2656	chr22:20853526:20853527:+	+	19	1.84	15	5	15
chr10	65740248	65740249	Aluexon:2657	chr22:20873163:20873164:+	+	23	6.29	6	5	6
chr10	65803430	65803431	Aluexon:5175	chr22:20932234:20932235:+	+	23	3.41	7	7	5
chr10	65973498	65973499	Aluexon:5481	chr22:21408095:21408096:+	-	181	8.03	6	4	6
chr10	65996451	65996452	Aluexon:6768	chr22:21388561:21388562:-	+	333	-10.95	15	15	4
chr10	66088110	66088111	Aluexon:5176	chr22:21304745:21304746:+	-	68	4.04	7	7	5
chr10	66578339	66578340	Aluexon:2658	chr22:22039925:22039926:+	+	22	2.04	6	6	4
chr10	68718555	68718556	Aluexon:2660	chr22:24739448:24739449:+	+	29	1.89	10	10	5
chr10	68827756	68827757	Aluexon:5922	chr22:24848296:24848297:-	-	32	-6.92	NA	NA	NA
chr10	68852829	68852830	Aluexon:6770	chr22:24871121:24871122:-	-	28	8.81	7	7	4
chr10	69203572	69203573	Aluexon:2679	chr22:25831301:25831302:-	+	194	6.14	7	7	6
chr10	69408700	69408701	Aluexon:6773	chr22:25506085:25506086:-	+	20	8.21	9	9	6
chr10	6948821	6948822	Aluexon:5915	chr20:56075466:56075467:-	+	45	0.24	5	5	5
chr10	69514460	69514461	Aluexon:2666	chr22:25410405:25410406:+	-	31	-28.37	6	6	4
chr10	69755967	69755968	Aluexon:6772	chr22:25170687:25170688:-	+	107	-29.00	8	8	6
chr10	69761651	69761652	Aluexon:5923	chr22:25165756:25165757:-	+	9	0.28	6	5	6
chr10	71134374	71134375	Aluexon:2667	chr22:27114101:27114102:+	+	188	1.41	7	5	7
chr10	7117609	7117610	Aluexon:5476	chr20:55913211:55913212:+	-	253	-17.86	5	5	5
chr10	7173454	7173455	Aluexon:2602	chr20:55857297:55857298:+	-	25	3.37	18	18	7
chr10	72303156	72303157	Aluexon:5181	chr22:28291570:28291571:-	-	29	1.68	9	9	4
chr10	73145081	73145082	Aluexon:2672	chr22:29134026:29134027:-	-	180	8.98	16	16	6
chr10	73219883	73219884	Aluexon:5180	chr22:29210127:29210128:+	+	17	9.97	7	5	7
chr10	73595762	73595763	Aluexon:2669	chr22:29579369:29579370:-	-	189	8.36	20	7	20
chr10	73778797	73778798	Aluexon:2688	chr22:29759362:29759363:-	-	288	-36.56	9	9	6
chr10	73897844	73897845	Aluexon:5182	chr22:29868438:29868439:-	-	162	7.28	NA	NA	NA
chr10	73951399	73951400	Aluexon:2684	chr22:29930920:29930921:-	-	46	2.71	NA	NA	6
chr10	74048546	74048547	Aluexon:5483	chr22:30024645:30024646:+	+	29	8.36	17	17	5
chr10	74132141	74132142	Aluexon:2676	chr22:30107984:30107985:-	-	181	1.94	7	7	4
chr10	74173530	74173531	Aluexon:2677	chr22:30150852:30150853:-	-	21	4.17	10	7	10
chr10	74182614	74182615	Aluexon:2678	chr22:30162084:30162085:-	-	68	-1.38	6	5	6
chr10	74244166	74244167	Aluexon:2681	chr22:30211278:30211279:-	-	28	-13.99	5	2	5
chr10	74250844	74250845	Aluexon:2682	chr22:30217744:30217745:-	-	241	-12.03	4	2	4
chr10	75079508	75079509	Aluexon:2701	chr22:30772009:30772010:-	-	17	9.05	27	27	3
chr10	75100354	75100355	Aluexon:2702	chr22:30784268:30784269:-	-	23	-5.00	5	3	5
chr10	75132855	75132856	Aluexon:2703	chr22:30815965:30815966:+	+	36	3.67	15	15	5
chr10	75186719	75186720	Aluexon:5924	chr22:30867194:30867195:-	-	99	6.20	11	11	7
chr10	75212842	75212843	Aluexon:5184	chr22:30897024:30897025:-	-	25	8.15	8	8	5
chr10	75271244	75271245	Aluexon:2683	chr22:30954313:30954314:-	-	98	1.80	7	4	7
chr10	75500867	75500868	Aluexon:2685	chr22:31169108:31169109:+	+	18	2.70	15	15	5
chr10	75920507	75920508	Aluexon:5185	chr22:31572246:31572247:+	+	20	-6.81	6	6	4
chr10	76316795	76316796	Aluexon:2699	chr22:31953358:31953359:+	+	202	8.71	15	5	15
chr10	76342196	76342197	Aluexon:2698	chr22:31983312:31983313:+	+	29	4.87	7	6	7
chr10	76570827	76570828	Aluexon:5484	chr22:32211400:32211401:+	+	27	7.23	10	10	7
chr10	76912561	76912562	Aluexon:6774	chr22:32545600:32545601:-	-	37	12.26	6	6	4
chr10	77628466	77628467	Aluexon:5186	chr22:33228738:33228739:+	+	13	-5.13	10	7	10
chr10	80134663	80134664	Aluexon:2690	chr22:35727287:35727288:+	+	201	11.53	NA	NA	NA
chr10	8092356	8092357	Aluexon:2603	chr20:54965721:54965722:-	+	17	2.76	9	9	4
chr10	8094237	8094238	Aluexon:2604	chr20:54963840:54963841:-	+	49	9.63	10	10	5
chr10	81775188	81775189	Aluexon:6605	chr22:37362429:37362430:+	+	60	-13.21	6	6	5
chr10	81776781	81776782	Aluexon:6606	chr22:37364025:37364026:+	+	32	7.53	NA	3	NA
chr10	82387288	82387289	Aluexon:2692	chr22:37961605:37961606:+	+	31	3.20	9	9	5
chr10	82471362	82471363	Aluexon:2706	chr22:38044825:38044826:+	+	121	-11.84	10	10	6
chr10	82715275	82715276	Aluexon:4125	chr22:38267205:38267206:+	+	26	2.71	19	6	19
chr10	82811047	82811048	Aluexon:2812	chr22:38354379:38354380:+	+	185	-1.04	22	22	12
chr10	82941665	82941666	Aluexon:2693	chr22:38481539:38481540:+	+	18	9.43	7	7	3
chr10	82941671	82941672	Aluexon:2695	chr22:38481545:38481546:+	+	24	-10.90	7	7	3
chr10	82949186	82949187	Aluexon:2694	chr22:38490476:38490477:+	+	280	-26.94	21	21	5
chr10	82994347	82994348	Aluexon:2696	chr22:38528071:38528072:-	-	61	-21.87	6	6	5
chr10	83157972	83157973	Aluexon:5188	chr22:38685393:38685394:-	-	39	3.36	7	7	7
chr10	83209750	83209751	Aluexon:2716	chr22:38731814:38731815:-	-	26	3.57	7	7	5
chr10	83584853	83584854	Aluexon:2711	chr22:39140259:39140260:-	-	31	3.96	17	17	7
chr10	84273159	84273160	Aluexon:2733	chr22:39926559:39926560:-	-	198	5.82	8	8	8
chr10	85109480	85109481	Aluexon:2726	chr22:40749400:40749401:+	+	86	-13.08	5	4	5
chr10	85530979	85530980	Aluexon:2708	chr22:41180608:41180609:-	-	200	-1.18	11	11	10
chr10	85596376	85596377	Aluexon:4127	chr22:41244048:41244049:-	-	28	3.66	11	11	4
chr10	85598604	85598605	Aluexon:5189	chr22:41246258:41246259:-	-	32	1.46	6	6	5
chr10	85610460	85610461	Aluexon:5190	chr22:41256680:41256681:+	+	20	2.55	9	9	6
chr10	85640153	85640154	Aluexon:2709	chr22:41284431:41284432:+	+	176	6.50	14	14	6
chr10	85709310	85709311	Aluexon:2710	chr22:41351289:41351290:+	+	17	10.95	7	7	5
chr10	85967378	85967379	Aluexon:2713	chr22:41590589:41590590:-	-	181	10.48	8	4	8
chr10	85980557	85980558	Aluexon:2712	chr22:41602009:41602010:+	+	18	11.43	6	6	5
chr10	86067894	86067895	Aluexon:2738	chr22:41680852:41680853:-	-	16	5.63	10	8	10
chr10	86068174	86068175	Aluexon:2737	chr22:41681133:41681134:-	-	52		NA	NA	NA
chr10	86207315	86207316	Aluexon:5191	chr22:41818982:41818983:+	+	20	3.39	6	5	6
chr10	86293069	86293070	Aluexon:2715	chr22:41907110:41907111:+	+	98	-3.26	7	7	5
chr10	86431292	86431293	Aluexon:2735	chr22:42046134:42046135:+	+	33	-0.79	14	14	7
chr10	86891664	86891665	Aluexon:6608	chr22:42488121:42488122:+	+	24	3.01	21	21	4
chr10	86917489	86917490	Aluexon:2718	chr22:42518795:42518796:+	+	38	5.02	6	5	6
chr10	86926869	86926870	Aluexon:2719	chr22:42528084:42528085:+	+	55	5.46	7	5	7
chr10	87652837	87652838	Aluexon:2721	chr22:43243430:43243431:-	-	25	4.49	9	9	4
chr10	87666862	87666863	Aluexon:2722	chr22:43254528:43254529:-	-	187	9.27	9	7	9
chr10	87776658	87776659	Aluexon:5193	chr22:43362366:43362367:-	-	15	3.97	19	19	5
chr10	87937889	87937890	Aluexon:2723	chr22:43515957:43515958:-	-	36	-16.65	7	7	5
chr10	89654451	89654452	Aluexon:2732	chr22:45226528:45226529:+	+	125	-8.67	7	7	7
chr10	89981130	89981131	Aluexon:2725	chr22:45562188:45562189:+	+	32	3.02	6	6	5
chr10	90876829	90876830	Aluexon:6776	chr22:46447779:46447780:-	-	195	5.29	9	9	6
chr10	91129027	91129028	Aluexon:2728	chr22:46688098:46688099:+	+	33	4.18	5	5	3
chr10	91129028	91129029	Aluexon:2729	chr22:46688099:46688100:+	+	34	-9.74	5	5	3
chr10	95126865	95126866	Aluexon:2752	chr22:50670907:50670908:-	-	93	-17.43	12	6	12
chr10	95126938	95126939	Aluexon:4130	chr22:50670978:50670979:-	-	22	3.50	12	6	12
chr10	95677465	95677466	Aluexon:2734	chr22:51221546:51221547:+	+	16	5.86	5	4	5
chr1	101769702	101769703	Aluexon:6674	chr1:98455125:98455126:-	-	18	2.50	10	10	4
chr1	103549730	103549731	Aluexon:6675	chr1:100231349:100231350:-	-	140	-16.08	6	5	6
chr1	103631553	103631554	Aluexon:178	chr1:100318115:100318116:+	+	201	10.68	28	9	28
chr1	103675403	103675404	Aluexon:4289	chr1:100362390:100362391:+	+	36	1.28	9	9	5
chr1	103845869	103845870	Aluexon:180	chr1:100522930:100522931:+	+	32	6.22	6	6	5
chr1	103874127	103874128	Aluexon:4291	chr1:100552088:100552089:+	+	19	2.30	20	20	15
chr1	103888820	103888821	Aluexon:179	chr1:100563955:100563956:-	-	13	9.97	7	6	7
chr1	103914015	103914016	Aluexon:4292	chr1:100592320:100592321:-	-	32	4.19	15	15	6
chr1	103940376	103940377	Aluexon:4293	chr1:100618559:100618560:+	+	241	-1.38	5	2	5
chr1	104809110	104809111	Aluexon:181	chr1:101488564:101488565:-	-	195	-16.21	5	3	5
chr1	104870397	104870398	Aluexon:5245	chr1:101547095:101547096:+	+	15	7.14	8	4	8
chr1	1074545	1074546	Aluexon:2988	chr4:2820723:2820724:+	-	76	-35.16	6	6	6
chr1	109159963	109159964	Aluexon:6676	chr1:106146180:106146181:-	-	26	1.97	7	7	5
chr11	100364296	100364297	Aluexon:831	chr12:99058831:99058832:+	+	23	2.08	15	15	11
chr11	101940577	101940578	Aluexon:834	chr12:100592750:100592751:-	-	33	8.71	5	5	4
chr11	101950185	101950186	Aluexon:839	chr12:100602548:100602549:+	+	26	-0.36	6	5	6
chr11	101963839	101963840	Aluexon:840	chr12:100615571:100615572:-	-	20	11.18	8	8	4
chr11	102012818	102012819	Aluexon:4842	chr12:100669003:100669004:+	+	29	2.06	7	7	7
chr11	102247808	102247809	Aluexon:5315	chr12:100884592:100884593:+	+	12	4.78	19	19	6
chr11	102363948	102363949	Aluexon:835	chr12:101004784:101004785:+	+	22	3.27	17	17	4
chr11	102381559	102381560	Aluexon:836	chr12:101021265:101021266:+	+	229	-3.83	8	6	8
chr11	10275552	10275553	Aluexon:5718	chr12:10277772:10277773:-	-	25	3.23	15	14	15
chr11	103110733	103110734	Aluexon:842	chr12:101794159:101794160:-	-	17	9.97	15	15	7
chr11	103113706	103113707	Aluexon:843	chr12:101797477:101797478:-	-	281	-0.12	7	7	5
chr11	103115712	103115713	Aluexon:844	chr12:101799499:101799500:-	-	57	2.35	6	2	6
chr11	103463951	103463952	Aluexon:847	chr12:102147828:102147829:-	-	44	-11.84	NA	9	NA
chr11	103466436	103466437	Aluexon:848	chr12:102150344:102150345:-	-	13	1.80	6	5	6
chr11	103607679	103607680	Aluexon:841	chr12:102283876:102283877:+	+	33	-0.23	8	8	6
chr11	103758220	103758221	Aluexon:838	chr12:102444069:102444070:-	-	22	2.89	7	7	6
chr11	103758580	103758581	Aluexon:837	chr12:102444417:102444418:-	-	27	6.69	9	9	4
chr11	103832030	103832031	Aluexon:4843	chr12:102511216:102511217:-	-	19	0.60	5	5	5
chr11	103848842	103848843	Aluexon:845	chr12:102530913:102530914:+	+	189		NA	NA	NA
chr11	10460023	10460024	Aluexon:5306	chr12:10457048:10457049:+	+	4	-15.91	11	11	5
chr11	10485438	10485439	Aluexon:6532	chr12:10526632:10526633:+	+	28	6.62	6	6	5
chr11	10532072	10532073	Aluexon:5719	chr12:10565215:10565216:-	-	123	8.51	7	3	7
chr11	105616367	105616368	Aluexon:852	chr12:104361630:104361631:+	+	32	3.01	16	16	6
chr11	105979569	105979570	Aluexon:4850	chr12:104716178:104716179:+	+	26	3.97	18	18	5
chr11	10639303	10639304	Aluexon:5720	chr12:10742764:10742765:-	-	5	8.29	6	6	6
chr11	106775747	106775748	Aluexon:849	chr12:105389648:105389649:+	+	184	7.08	22	22	15
chr11	1080702	1080703	Aluexon:4036	chr12:1183602:1183603:+	+	141	-28.36	14	14	4
chr11	108711624	108711625	Aluexon:851	chr12:107361059:107361060:+	+	36	2.51	7	7	6
chr11	110714376	110714377	Aluexon:6535	chr12:109465268:109465269:+	+	191	6.92	6	6	4
chr11	110927117	110927118	Aluexon:853	chr12:109662982:109662983:+	+	14	3.30	6	5	6
chr11	111278338	111278339	Aluexon:5732	chr12:110004972:110004973:-	-	23	4.30	14	14	4
chr11	111290809	111290810	Aluexon:856	chr12:110016968:110016969:+	+	26	3.42	12	12	5
chr11	111562469	111562470	Aluexon:855	chr12:110281287:110281288:-	-	20	6.84	5	5	5
chr11	111766860	111766861	Aluexon:860	chr12:110482338:110482339:-	-	33	0.92	NA	11	NA
chr11	111876644	111876645	Aluexon:859	chr12:110600161:110600162:+	+	31	2.13	22	22	5
chr11	111882561	111882562	Aluexon:6536	chr12:110605674:110605675:+	-	42	11.84	11	11	7
chr11	111929105	111929106	Aluexon:857	chr12:110654340:110654341:+	+	16	8.83	5	4	5
chr11	111929269	111929270	Aluexon:5317	chr12:110654511:110654512:+	+	187	5.98	5	4	5
chr11	112341248	112341249	Aluexon:862	chr12:111054080:111054081:+	+	25	6.80	10	10	6
chr11	112682387	112682388	Aluexon:861	chr12:111394128:111394129:-	-	33	-11.07	NA	17	NA
chr11	11303396	11303397	Aluexon:4808	chr12:11148924:11148925:-	-	21	4.74	21	21	13
chr11	113429332	113429333	Aluexon:870	chr12:112125860:112125861:+	+	189	-13.62	NA	12	NA
chr11	113441760	113441761	Aluexon:867	chr12:112136120:112136121:+	+	19	-6.03	14	4	14
chr11	113573568	113573569	Aluexon:864	chr12:112278281:112278282:-	-	167	9.34	20	20	7
chr11	113785018	113785019	Aluexon:872	chr12:112468011:112468012:-	-	29	2.12	15	15	5
chr11	113947898	113947899	Aluexon:873	chr12:112618892:112618893:-	-	91	-26.12	NA	23	NA
chr11	114180731	114180732	Aluexon:1172	chr12:112848209:112848210:-	-	20	0.38	7	7	5
chr11	114395805	114395806	Aluexon:874	chr12:113055532:113055533:+	+	29	-24.97	6	6	6
chr11	114896578	114896579	Aluexon:875	chr12:113545400:113545401:-	-	52	3.11	5	4	5
chr11	115008984	115008985	Aluexon:883	chr12:113647831:113647832:-	-	133	-7.47	5	5	4
chr11	115023318	115023319	Aluexon:881	chr12:113662942:113662943:+	+	87	-14.61	NA	NA	NA
chr11	115092052	115092053	Aluexon:882	chr12:113731909:113731910:+	+	22	9.97	8	8	4
chr11	115093383	115093384	Aluexon:884	chr12:113733246:113733247:-	-	26	0.72	9	9	4
chr11	115219478	115219479	Aluexon:876	chr12:113861879:113861880:+	+	75	-18.53	6	6	5
chr11	115223570	115223571	Aluexon:5318	chr12:113864933:113864934:+	+	25	3.10	5	5	5
