chr	start	end	aluexon	position	strand	distance_to_alu	3SSS	WU	U1	U2
GL397261	47724980	47724981	Aluexon:2053	chr19:37422453:37422454:+	-	168	9.45	7	6	7
GL397261	47972637	47972638	Aluexon:2058	chr19:37218423:37218424:+	-	139	-5.23	11	11	6
GL397261	47973043	47973044	Aluexon:2057	chr19:37218016:37218017:+	-	63	-10.21	8	8	5
GL397261	48003663	48003664	Aluexon:2056	chr19:37183292:37183293:+	-	20	10.62	6	6	5
GL397261	48013216	48013217	Aluexon:5107	chr19:37173800:37173801:+	-	283	-18.64	7	7	6
GL397261	48020503	48020504	Aluexon:2055	chr19:37148652:37148653:-	+	55	6.39	6	6	6
GL397261	48107585	48107586	Aluexon:805	chr12:65212234:65212235:+	-	14	2.39	18	18	5
GL397261	48160356	48160357	Aluexon:804	chr12:65162139:65162140:+	-	16	10.63	6	6	5
GL397261	48558111	48558112	Aluexon:802	chr12:64785000:64785001:+	-	40	-22.63	15	15	4
GL397261	48706632	48706633	Aluexon:803	chr12:64621652:64621653:+	-	192	8.19	7	4	7
GL397261	50064852	50064853	Aluexon:801	chr12:63007383:63007384:+	-	86	8.23	8	4	8
GL397261	529206	529207	Aluexon:2533	chr20:6040960:6040961:-	-	23	-5.65	22	22	6
GL397261	54072273	54072274	Aluexon:6704	chr12:58965215:58965216:-	+	56	3.33	15	15	12
GL397261	54077398	54077399	Aluexon:6397	chr12:58960371:58960372:-	+	30	13.27	6	6	6
GL397261	54935624	54935625	Aluexon:4835	chr12:58222176:58222177:-	+	45	5.80	12	12	5
GL397261	54981566	54981567	Aluexon:5310	chr12:58177396:58177397:+	-	17	3.52	15	15	9
GL397261	55013819	55013820	Aluexon:824	chr12:58144298:58144299:-	+	62	-8.09	8	8	6
GL397261	55241003	55241004	Aluexon:818	chr12:57936965:57936966:-	+	188	5.90	8	8	5
GL397261	55266760	55266761	Aluexon:4834	chr12:57911668:57911669:+	-	70	-19.78	5	5	5
GL397261	55295176	55295177	Aluexon:799	chr12:57877821:57877822:-	+	31	-3.33	24	24	4
GL397261	55358131	55358132	Aluexon:4832	chr12:57816742:57816743:-	+	31	7.24	7	7	6
GL397261	55381110	55381111	Aluexon:4833	chr12:57791981:57791982:-	+	35	3.03	19	19	5
GL397261	55458668	55458669	Aluexon:816	chr12:57725782:57725783:-	+	95	-22.65	10	6	10
GL397261	55993847	55993848	Aluexon:4831	chr12:57170275:57170276:+	-	187	8.20	25	25	8
GL397261	55994010	55994011	Aluexon:4830	chr12:57170112:57170113:+	-	24	2.80	25	25	8
GL397261	56219411	56219412	Aluexon:5309	chr12:56974060:56974061:+	-	46	3.22	22	22	5
GL397261	56500829	56500830	Aluexon:797	chr12:56706189:56706190:+	-	186	8.20	11	11	8
GL397261	56877132	56877133	Aluexon:786	chr12:56337079:56337080:+	-	21	-5.99	17	17	5
GL397261	56905631	56905632	Aluexon:4826	chr12:56309315:56309316:-	+	44	2.11	25	25	5
GL397261	56979392	56979393	Aluexon:5729	chr12:56223203:56223204:-	+	56	-11.88	11	11	5
GL397261	57005266	57005267	Aluexon:800	chr12:56197090:56197091:-	+	188	-37.68	24	24	5
GL397261	58117751	58117752	Aluexon:784	chr12:54766815:54766816:-	+	32	-5.62	6	6	5
GL397261	58243037	58243038	Aluexon:890	chr12:54646756:54646757:-	+	28	-5.75	22	22	5
GL397261	58312280	58312281	Aluexon:789	chr12:54582380:54582381:-	+	54	7.02	5	5	5
GL397261	58313815	58313816	Aluexon:790	chr12:54580795:54580796:-	+	15	0.26	6	6	4
GL397261	58335785	58335786	Aluexon:787	chr12:54559262:54559263:-	+	212	5.34	5	5	5
GL397261	58787521	58787522	Aluexon:780	chr12:54116720:54116721:-	+	26	2.74	14	14	4
GL397261	58836786	58836787	Aluexon:5728	chr12:54067596:54067597:-	+	22	-18.77	19	19	4
GL397261	58843935	58843936	Aluexon:4825	chr12:54060536:54060537:-	+	9	3.01	18	18	10
GL397261	59040586	59040587	Aluexon:833	chr12:53854168:53854169:+	-	239	-21.52	12	12	7
GL397261	59040807	59040808	Aluexon:832	chr12:53853950:53853951:+	-	21	3.42	12	12	7
GL397261	59204239	59204240	Aluexon:796	chr12:53692913:53692914:-	+	22	3.36	16	16	5
GL397261	59207043	59207044	Aluexon:795	chr12:53690292:53690293:+	-	104	-5.40	14	14	5
GL397261	59207086	59207087	Aluexon:794	chr12:53690249:53690250:+	-	61	-26.03	14	14	5
GL397261	59207099	59207100	Aluexon:793	chr12:53690236:53690237:+	-	48	4.44	14	14	5
GL397261	59347948	59347949	Aluexon:5727	chr12:53572380:53572381:-	+	212	-29.28	NA	NA	NA
GL397261	61029524	61029525	Aluexon:776	chr12:51873774:51873775:+	-	21	3.50	16	16	5
GL397261	61411833	61411834	Aluexon:4824	chr12:51513530:51513531:-	+	14	-0.82	11	11	5
GL397261	61537718	61537719	Aluexon:775	chr12:51400054:51400055:-	+	56	5.41	5	5	5
GL397261	61563282	61563283	Aluexon:774	chr12:51373841:51373842:-	+	178	6.53	7	7	6
GL397261	61766888	61766889	Aluexon:5308	chr12:51169363:51169364:+	-	206	7.49	13	4	13
GL397261	62152985	62152986	Aluexon:4823	chr12:50809493:50809494:+	-	26	3.97	27	27	14
GL397261	62388049	62388050	Aluexon:770	chr12:50547734:50547735:-	+	20	4.35	NA	4	NA
GL397261	62397297	62397298	Aluexon:5724	chr12:50538752:50538753:-	+	196	5.50	14	14	8
GL397261	62408309	62408310	Aluexon:771	chr12:50527851:50527852:-	+	20	4.74	20	20	5
GL397261	62433849	62433850	Aluexon:4822	chr12:50506759:50506760:+	-	8	4.15	12	3	12
GL397261	62549750	62549751	Aluexon:768	chr12:50395843:50395844:-	+	32	3.87	16	16	5
GL397261	62555343	62555344	Aluexon:4042	chr12:50390409:50390410:-	+	34	3.39	26	26	8
GL397261	62788555	62788556	Aluexon:766	chr12:50143399:50143400:+	-	181	2.45	7	7	5
GL397261	62795061	62795062	Aluexon:767	chr12:50137198:50137199:+	-	171	3.60	7	7	5
GL397261	63139243	63139244	Aluexon:765	chr12:49800254:49800255:+	-	187	7.68	10	9	10
GL397261	63181580	63181581	Aluexon:764	chr12:49747760:49747761:+	-	272	-1.55	16	16	5
GL397261	63506935	63506936	Aluexon:778	chr12:49403136:49403137:+	-	245	-27.36	20	20	7
GL397261	63612266	63612267	Aluexon:791	chr12:49297691:49297692:-	+	75	4.51	3	3	3
GL397261	63669786	63669787	Aluexon:761	chr12:49241133:49241134:-	+	184	4.93	11	11	5
GL397261	63680809	63680810	Aluexon:762	chr12:49229623:49229624:-	+	69	-24.10	8	8	7
GL397261	63826020	63826021	Aluexon:4819	chr12:49071531:49071532:-	+	61	-19.50	8	8	6
GL397261	63848900	63848901	Aluexon:4820	chr12:49052498:49052499:-	+	69	-24.05	6	6	6
GL397261	64278599	64278600	Aluexon:763	chr12:48492937:48492938:-	+	202	7.43	6	6	6
GL397261	65601154	65601155	Aluexon:756	chr12:46878239:46878240:+	-	209	7.61	10	10	7
GL397261	65636879	65636880	Aluexon:755	chr12:46848793:46848794:+	-	20	10.98	10	10	3
GL397261	66648918	66648919	Aluexon:4817	chr12:45833456:45833457:+	-	26	2.52	21	21	5
GL397261	66665930	66665931	Aluexon:4818	chr12:45816381:45816382:+	-	22	1.12	7	7	5
GL397261	66858751	66858752	Aluexon:754	chr12:45621949:45621950:+	-	53	-1.26	29	7	29
GL397261	69579762	69579763	Aluexon:5723	chr12:42944131:42944132:-	+	21	11.56	6	6	5
GL397261	69759743	69759744	Aluexon:759	chr12:42795844:42795845:+	-	192	8.31	9	6	9
GL397261	71310479	71310480	Aluexon:6215	chr12:41289750:41289751:+	-	193	8.99	10	7	10
GL397261	72933701	72933702	Aluexon:4815	chr12:39759800:39759801:-	+	34	8.45	7	7	6
GL397261	73424267	73424268	Aluexon:753	chr12:39256660:39256661:-	+	104	-20.84	6	6	5
GL397261	8118172	8118173	Aluexon:5133	chr20:13590326:13590327:-	-	28	2.75	10	10	5
GL397261	8139458	8139459	Aluexon:4116	chr20:13611089:13611090:-	-	267	3.93	17	17	6
GL397262	1013160	1013161	Aluexon:5473	chr20:35927164:35927165:+	+	20	2.32	13	13	6
GL397262	10332010	10332011	Aluexon:5913	chr20:45135097:45135098:-	-	174	8.66	10	7	10
GL397262	1097560	1097561	Aluexon:2574	chr20:36012158:36012159:+	+	33	-6.30	17	11	17
GL397262	1211675	1211676	Aluexon:2571	chr20:36120616:36120617:-	-	32	2.53	5	5	5
GL397262	12902462	12902463	Aluexon:5157	chr20:47684289:47684290:+	+	22	7.56	26	6	26
GL397262	13009140	13009141	Aluexon:2592	chr20:47795765:47795766:-	-	43	-17.18	16	16	6
GL397262	13113575	13113576	Aluexon:2605	chr20:47901391:47901392:+	+	267	3.63	13	13	5
GL397262	13492541	13492542	Aluexon:2593	chr20:48266071:48266072:-	-	65	-28.04	9	9	5
GL397262	14023439	14023440	Aluexon:2594	chr20:48789737:48789738:+	+	31	7.01	7	7	7
GL397262	1447564	1447565	Aluexon:5150	chr20:36353337:36353338:+	+	27	3.01	16	16	6
GL397262	14651486	14651487	Aluexon:2596	chr20:49413477:49413478:+	+	110	-20.57	12	12	4
GL397262	14738290	14738291	Aluexon:2597	chr20:49492532:49492533:+	+	45	11.01	13	13	5
GL397262	14805626	14805627	Aluexon:2598	chr20:49557746:49557747:-	-	9	6.82	6	4	6
GL397262	15964999	15965000	Aluexon:2595	chr20:50668671:50668672:-	-	14	1.63	9	9	7
GL397262	1749055	1749056	Aluexon:2572	chr20:36647546:36647547:-	-	16	1.34	15	15	5
GL397262	2016924	2016925	Aluexon:6275	chr20:36917427:36917428:+	+	12	6.62	5	5	5
GL397262	20475215	20475216	Aluexon:2604	chr20:54963840:54963841:-	-	49	7.82	NA	10	NA
GL397262	20477089	20477090	Aluexon:2603	chr20:54965721:54965722:-	-	17	4.19	14	14	4
GL397262	21375255	21375256	Aluexon:2602	chr20:55857297:55857298:+	+	25	-5.91	7	5	7
GL397262	21432731	21432732	Aluexon:5476	chr20:55913211:55913212:+	+	253	-20.25	5	5	5
GL397262	2143937	2143938	Aluexon:2576	chr20:37043875:37043876:-	-	14	0.14	6	6	5
GL397262	2153787	2153788	Aluexon:2575	chr20:37054696:37054697:-	-	25	6.92	15	15	6
GL397262	2153791	2153792	Aluexon:2577	chr20:37054700:37054701:-	-	21	-6.49	15	15	6
GL397262	21598153	21598154	Aluexon:5915	chr20:56075466:56075467:-	-	45	1.02	7	7	5
GL397262	26722820	26722821	Aluexon:682	chr11:93473453:93473454:-	-	12	-20.67	6	6	6
GL397262	26725577	26725578	Aluexon:4795	chr11:93476182:93476183:+	+	26	10.50	11	11	5
GL397262	27474909	27474910	Aluexon:673	chr11:94217005:94217006:-	-	42	-0.73	5	5	4
GL397262	28932330	28932331	Aluexon:674	chr11:95615564:95615565:-	-	96	-11.84	7	7	6
GL397262	28932426	28932427	Aluexon:675	chr11:95615660:95615661:-	-	0	6.66	7	7	6
GL397262	291019	291020	Aluexon:4119	chr20:35218275:35218276:+	+	179	6.34	9	9	5
GL397262	35435975	35435976	Aluexon:681	chr11:102191015:102191016:+	+	12	4.19	20	20	7
GL397262	35900779	35900780	Aluexon:6527	chr11:102663874:102663875:+	+	36	0.73	6	6	5
GL397262	36515890	36515891	Aluexon:4028	chr11:103230412:103230413:+	+	30	5.15	11	11	5
GL397262	40728105	40728106	Aluexon:683	chr11:107515848:107515849:+	+	208	-2.54	29	29	20
GL397262	40866525	40866526	Aluexon:685	chr11:107650239:107650240:+	+	79	-22.27	NA	6	NA
GL397262	40866576	40866577	Aluexon:686	chr11:107650290:107650291:+	+	130	0.78	NA	6	NA
GL397262	41156635	41156636	Aluexon:4029	chr11:107924693:107924694:+	+	121	-14.12	8	8	5
GL397262	41320923	41320924	Aluexon:4796	chr11:108081938:108081939:-	-	25	9.75	13	13	5
GL397262	43566611	43566612	Aluexon:6210	chr11:110207166:110207167:+	+	21	3.75	22	18	22
GL397262	44653290	44653291	Aluexon:6394	chr11:111256855:111256856:-	-	12	6.53	7	3	7
GL397262	44687425	44687426	Aluexon:6700	chr11:111286765:111286766:-	-	22	11.82	9	6	9
GL397262	44796366	44796367	Aluexon:5297	chr11:111395606:111395607:+	+	26	10.29	10	10	6
GL397262	45074709	45074710	Aluexon:5710	chr11:111659293:111659294:-	-	194	4.00	20	20	6
GL397262	45084480	45084481	Aluexon:687	chr11:111668919:111668920:-	-	34	4.07	10	10	6
GL397262	45132848	45132849	Aluexon:688	chr11:111715902:111715903:-	-	138	-22.52	5	5	4
GL397262	45361534	45361535	Aluexon:696	chr11:111943583:111943584:-	-	48	1.52	16	16	5
GL397262	45376893	45376894	Aluexon:4797	chr11:111959138:111959139:+	+	224	-31.44	16	16	4
GL397262	45381834	45381835	Aluexon:5298	chr11:111963802:111963803:+	+	51	5.78	15	15	6
GL397262	45413243	45413244	Aluexon:695	chr11:111990013:111990014:+	+	185	10.07	18	9	18
GL397262	45527952	45527953	Aluexon:689	chr11:112100163:112100164:+	+	57	7.16	10	10	5
GL397262	48128116	48128117	Aluexon:6211	chr11:114578108:114578109:+	+	301	-12.17	6	5	6
GL397262	4905444	4905445	Aluexon:2578	chr20:39762285:39762286:-	-	34	3.01	21	21	4
GL397262	4989218	4989219	Aluexon:2582	chr20:39842539:39842540:-	-	189	4.59	7	7	7
GL397262	50269514	50269515	Aluexon:4031	chr11:116627059:116627060:-	-	178	6.58	20	20	6
GL397262	50288899	50288900	Aluexon:691	chr11:116646049:116646050:-	-	144	-4.56	9	9	5
GL397262	50712330	50712331	Aluexon:5299	chr11:117045607:117045608:+	+	114	-1.62	5	5	4
GL397262	50783747	50783748	Aluexon:700	chr11:117116724:117116725:+	+	41	4.50	14	14	9
GL397262	50824727	50824728	Aluexon:5300	chr11:117162060:117162061:+	+	66	-11.56	13	13	5
GL397262	50907170	50907171	Aluexon:702	chr11:117234667:117234668:+	+	192	9.10	19	19	6
GL397262	51604810	51604811	Aluexon:5711	chr11:117902684:117902685:-	-	139	5.50	13	2	13
GL397262	52200101	52200102	Aluexon:693	chr11:118495530:118495531:+	+	223	-3.48	8	8	5
GL397262	52318678	52318679	Aluexon:4799	chr11:118631529:118631530:-	-	23	3.87	16	16	5
GL397262	52540451	52540452	Aluexon:694	chr11:118865680:118865681:-	-	257	2.89	NA	NA	NA
GL397262	52570217	52570218	Aluexon:707	chr11:118893718:118893719:+	+	51	6.40	15	15	5
GL397262	52666404	52666405	Aluexon:710	chr11:118994276:118994277:+	+	29	9.95	12	12	12
GL397262	53034610	53034611	Aluexon:4800	chr11:119339884:119339885:+	+	81	-19.32	37	7	37
GL397262	54019468	54019469	Aluexon:4801	chr11:120288236:120288237:+	+	22	3.38	8	8	4
GL397262	58978840	58978841	Aluexon:709	chr11:125445697:125445698:+	+	17	2.99	6	5	6
GL397262	58978921	58978922	Aluexon:708	chr11:125445778:125445779:+	+	98	6.11	6	5	6
GL397262	59003390	59003391	Aluexon:4804	chr11:125469330:125469331:+	+	35	7.38	8	8	6
GL397262	59037126	59037127	Aluexon:4803	chr11:125494766:125494767:+	+	144	6.14	7	4	7
GL397262	59092725	59092726	Aluexon:703	chr11:125545821:125545822:+	+	30	10.37	8	8	5
GL397262	59671160	59671161	Aluexon:5712	chr11:126077512:126077513:-	-	230	-18.72	22	22	5
GL397262	59741719	59741720	Aluexon:5301	chr11:126142371:126142372:+	+	178	7.71	5	5	5
GL397262	60035708	60035709	Aluexon:5713	chr11:126420542:126420543:-	-	27	-6.30	10	10	6
GL397262	60856005	60856006	Aluexon:6528	chr11:127204917:127204918:+	+	14	9.90	13	13	5
GL397262	63454546	63454547	Aluexon:705	chr11:129738748:129738749:-	-	187	4.40	5	5	5
GL397262	63482888	63482889	Aluexon:704	chr11:129763280:129763281:-	-	196	7.39	30	30	19
GL397262	63943066	63943067	Aluexon:6212	chr11:130196888:130196889:+	+	19	4.00	17	17	5
GL397262	64326251	64326252	Aluexon:6529	chr11:130584039:130584040:+	+	27	9.28	7	7	4
GL397262	7381409	7381410	Aluexon:2581	chr20:42246881:42246882:+	+	27	-1.81	18	18	11
GL397262	7423958	7423959	Aluexon:2580	chr20:42284612:42284613:+	+	17	2.71	27	27	6
GL397262	7439617	7439618	Aluexon:5151	chr20:42299978:42299979:+	+	193	6.37	18	18	8
GL397262	7466985	7466986	Aluexon:5152	chr20:42326882:42326883:+	+	25	8.26	23	5	23
GL397262	786840	786841	Aluexon:5149	chr20:35711864:35711865:-	-	32	3.47	6	6	5
GL397262	7994960	7994961	Aluexon:2584	chr20:42843526:42843527:+	+	16	4.55	16	16	5
GL397262	805914	805915	Aluexon:2573	chr20:35729821:35729822:-	-	14	10.07	30	30	16
GL397262	8393676	8393677	Aluexon:2585	chr20:43234385:43234386:-	-	191	0.86	NA	6	NA
GL397262	8454250	8454251	Aluexon:2586	chr20:43297263:43297264:-	-	245	-24.34	16	16	5
GL397262	8524085	8524086	Aluexon:5154	chr20:43361801:43361802:-	-	36	-4.56	14	14	6
GL397262	8600933	8600934	Aluexon:5155	chr20:43433772:43433773:-	-	201	9.84	11	3	11
GL397262	8787795	8787796	Aluexon:4120	chr20:43602739:43602740:+	+	5	7.69	5	5	4
GL397262	9148146	9148147	Aluexon:5474	chr20:44002932:44002933:+	+	24	9.11	8	8	6
GL397262	9370874	9370875	Aluexon:6764	chr20:44180251:44180252:-	-	31	3.97	18	18	6
GL397262	9643698	9643699	Aluexon:2587	chr20:44466905:44466906:+	+	190	10.71	15	8	15
GL397262	9710312	9710313	Aluexon:5156	chr20:44524553:44524554:-	-	296	0.30	5	4	5
GL397262	9757527	9757528	Aluexon:2591	chr20:44571435:44571436:+	+	182	8.93	12	5	12
GL397262	9858409	9858410	Aluexon:5475	chr20:44666861:44666862:+	+	37	1.99	7	6	7
GL397263	10264895	10264896	Aluexon:5540	chr6:47631135:47631136:+	-	197	8.17	10	10	9
GL397263	10382027	10382028	Aluexon:4553	chr6:47527015:47527016:+	-	22	11.07	15	15	9
GL397263	12249851	12249852	Aluexon:2419	chr2:169640467:169640468:-	-	270	-20.77	14	7	14
GL397263	1253963	1253964	Aluexon:3309	chr6:56981345:56981346:-	+	22	9.74	8	8	5
GL397263	1255267	1255268	Aluexon:3308	chr6:56980056:56980057:-	+	15	9.08	10	10	6
GL397263	13425674	13425675	Aluexon:2422	chr2:170662506:170662507:+	+	29	2.20	6	5	6
GL397263	14370022	14370023	Aluexon:6440	chr2:171539569:171539570:-	-	32	11.77	15	15	5
GL397263	14417937	14417938	Aluexon:2421	chr2:171587507:171587508:-	-	17	10.00	7	7	5
GL397263	14653694	14653695	Aluexon:2423	chr2:171814354:171814355:+	+	19	6.78	5	5	4
GL397263	15141214	15141215	Aluexon:2424	chr2:172271236:172271237:-	-	16	11.58	15	15	6
GL397263	15175131	15175132	Aluexon:2425	chr2:172303894:172303895:+	+	28	4.56	15	15	8
GL397263	15280300	15280301	Aluexon:2427	chr2:172407486:172407487:+	+	32	11.07	6	6	6
GL397263	16340550	16340551	Aluexon:2429	chr2:173446660:173446661:+	+	29	9.23	7	7	5
GL397263	16355237	16355238	Aluexon:4399	chr2:173461858:173461859:+	+	34	4.43	14	14	6
GL397263	16869873	16869874	Aluexon:2428	chr2:173946006:173946007:+	+	85	-12.88	16	16	3
GL397263	17006112	17006113	Aluexon:6761	chr2:174077519:174077520:-	-	33	10.58	14	14	5
GL397263	17976705	17976706	Aluexon:4107	chr2:175047227:175047228:-	-	52	-2.34	7	7	6
GL397263	18469635	18469636	Aluexon:2431	chr2:175541852:175541853:-	-	38	-1.31	14	14	6
GL397263	18958501	18958502	Aluexon:2460	chr2:175991786:175991787:-	-	198	8.66	14	13	14
GL397263	18958677	18958678	Aluexon:2461	chr2:175991959:175991960:-	-	25	4.72	14	13	14
GL397263	20162880	20162881	Aluexon:5458	chr2:177134942:177134943:+	+	45	-0.74	6	6	5
GL397263	20539811	20539812	Aluexon:4108	chr2:177495160:177495161:-	-	24	3.18	11	11	7
GL397263	21208450	21208451	Aluexon:2433	chr2:178092681:178092682:-	-	199	6.93	8	8	6
GL397263	21297734	21297735	Aluexon:2434	chr2:178176056:178176057:-	-	191	6.95	6	6	5
GL397263	21309211	21309212	Aluexon:2435	chr2:178186965:178186966:-	-	27	8.80	11	11	6
GL397263	21548176	21548177	Aluexon:4400	chr2:178425687:178425688:+	+	22	10.01	16	16	4
GL397263	22332689	22332690	Aluexon:4109	chr2:179202688:179202689:+	+	17	0.91	13	13	6
GL397263	22429460	22429461	Aluexon:2436	chr2:179303592:179303593:+	+	184	7.67	15	15	7
GL397263	26740960	26740961	Aluexon:4110	chr2:183607100:183607101:+	+	188	5.57	5	5	5
GL397263	27145290	27145291	Aluexon:2439	chr2:183995721:183995722:+	+	20	12.73	15	7	15
GL397263	27197988	27197989	Aluexon:2440	chr2:184047283:184047284:+	+	17	9.62	6	6	5
GL397263	32392988	32392989	Aluexon:2442	chr2:189331200:189331201:+	+	174	7.28	23	3	23
GL397263	32393031	32393032	Aluexon:2443	chr2:189331243:189331244:+	+	217	-17.43	23	3	23
