chr	start	end	aluexon	position	strand	distance_to_alu	3SSS	WU	U1	U2
chr10	4166173	4166174	Aluexon:6517	chr10:4129549:4129550:+	+	30	11.99	16	16	10
chr10	42994525	42994526	Aluexon:4009	chr10:43654873:43654874:+	+	134	0.93	7	7	6
chr10	43244384	43244385	Aluexon:4746	chr10:43886802:43886803:-	-	138	-23.08	19	12	19
chr10	43244478	43244479	Aluexon:408	chr10:43886896:43886897:-	-	44	1.11	19	12	19
chr10	43484946	43484947	Aluexon:407	chr10:44109922:44109923:+	+	99	8.14	8	5	8
chr10	43517557	43517558	Aluexon:406	chr10:44142558:44142559:+	+	49	5.00	8	7	8
chr10	45087754	45087755	Aluexon:5270	chr10:45665453:45665454:+	+	36	3.01	13	13	5
chr10	45562796	45562797	Aluexon:405	chr10:46048652:46048653:-	-	9	6.54	8	8	4
chr10	46051990	46051991	Aluexon:5685	chr10:51593461:51593462:-	+	170	8.46	10	10	6
chr10	46057228	46057229	Aluexon:414	chr10:51588204:51588205:-	+	35	4.19	26	26	5
chr10	4972975	4972976	Aluexon:6690	chr10:4927285:4927286:-	-	16	8.05	6	6	6
chr10	5726653	5726654	Aluexon:362	chr10:5686335:5686336:-	-	116	-18.34	5	3	5
chr10	58088595	58088596	Aluexon:411	chr10:61498781:61498782:-	-	125	-16.31	7	6	7
chr10	5886251	5886252	Aluexon:376	chr10:5844303:5844304:-	-	272	3.95	15	15	5
chr10	6009542	6009543	Aluexon:372	chr10:5966712:5966713:+	+	180	5.60	19	19	6
chr10	6013096	6013097	Aluexon:373	chr10:5970297:5970298:+	+	189	6.30	14	14	7
chr10	60425999	60426000	Aluexon:4748	chr10:63805225:63805226:+	+	19	9.84	17	17	5
chr10	61740721	61740722	Aluexon:419	chr10:65121993:65121994:-	-	18	2.79	21	21	5
chr10	6311733	6311734	Aluexon:367	chr10:6266467:6266468:+	+	26	2.75	10	10	7
chr10	64092699	64092700	Aluexon:418	chr10:67440716:67440717:+	+	20	2.93	11	11	6
chr10	6422942	6422943	Aluexon:6203	chr10:6377217:6377218:+	+	23	9.23	17	17	7
chr10	66264751	66264752	Aluexon:416	chr10:69587441:69587442:-	-	17	2.89	13	13	5
chr10	66439335	66439336	Aluexon:417	chr10:69755895:69755896:-	-	111	7.25	8	2	8
chr10	66513643	66513644	Aluexon:6694	chr10:69830356:69830357:-	-	33	2.26	8	8	5
chr10	66910281	66910282	Aluexon:4010	chr10:70207270:70207271:-	-	25	6.40	25	25	5
chr10	66930539	66930540	Aluexon:421	chr10:70230369:70230370:-	-	23	10.24	6	6	5
chr10	66933962	66933963	Aluexon:420	chr10:70233160:70233161:-	-	16	9.23	NA	10	NA
chr10	67432212	67432213	Aluexon:422	chr10:70730746:70730747:+	+	38	2.52	20	20	9
chr10	67451652	67451653	Aluexon:4751	chr10:70749471:70749472:+	+	27	8.94	NA	7	NA
chr10	67457009	67457010	Aluexon:4750	chr10:70754958:70754959:+	+	182	6.24	6	5	6
chr10	67764138	67764139	Aluexon:5271	chr10:71052012:71052013:+	+	190	7.54	8	8	8
chr10	68628249	68628250	Aluexon:4752	chr10:71888718:71888719:-	-	25	2.53	8	8	5
chr10	68667618	68667619	Aluexon:440	chr10:71926578:71926579:-	-	201	10.07	21	8	21
chr10	68668325	68668326	Aluexon:441	chr10:71927281:71927282:-	-	92	8.01	15	15	7
chr10	70392685	70392686	Aluexon:5272	chr10:73621145:73621146:+	+	6	-12.28	21	21	5
chr10	70630386	70630387	Aluexon:423	chr10:73862725:73862726:-	-	24	2.12	8	8	5
chr10	70747930	70747931	Aluexon:424	chr10:73971952:73971953:-	-	150	-21.96	6	6	5
chr10	70758879	70758880	Aluexon:5273	chr10:73982889:73982890:+	+	49	4.05	31	31	7
chr10	71331267	71331268	Aluexon:426	chr10:74520307:74520308:+	+	16	9.08	11	5	11
chr10	71435107	71435108	Aluexon:425	chr10:74621435:74621436:+	+	252	6.45	14	13	14
chr10	71629332	71629333	Aluexon:429	chr10:74807715:74807716:-	-	116	-17.24	7	7	6
chr10	71645813	71645814	Aluexon:430	chr10:74824229:74824230:-	-	35	3.33	7	7	6
chr10	71664652	71664653	Aluexon:5686	chr10:74837571:74837572:-	-	201	8.51	14	14	12
chr10	71729080	71729081	Aluexon:5687	chr10:74901243:74901244:-	-	59	6.47	16	10	16
chr10	71823409	71823410	Aluexon:448	chr10:74993117:74993118:+	+	24	9.82	7	7	5
chr10	71839406	71839407	Aluexon:449	chr10:75008720:75008721:+	+	12	7.84	6	5	6
chr10	71970083	71970084	Aluexon:427	chr10:75137324:75137325:-	-	31	4.74	20	20	7
chr10	72001174	72001175	Aluexon:428	chr10:75168094:75168095:-	-	8	-7.93	13	13	5
chr10	72073674	72073675	Aluexon:5688	chr10:75239726:75239727:-	-	34	5.56	7	7	4
chr10	72203329	72203330	Aluexon:434	chr10:75366137:75366138:-	-	84	-31.30	25	2	25
chr10	72208514	72208515	Aluexon:432	chr10:75371323:75371324:-	-	258	-19.44	16	7	16
chr10	72208535	72208536	Aluexon:433	chr10:75371344:75371345:-	-	237	-18.85	16	7	16
chr10	72722115	72722116	Aluexon:436	chr10:75898689:75898690:-	-	27	12.17	30	30	6
chr10	73112841	73112842	Aluexon:431	chr10:76285431:76285432:+	+	31	3.50	7	7	5
chr10	73901982	73901983	Aluexon:5274	chr10:77058708:77058709:+	+	17	10.86	22	22	5
chr10	76900175	76900176	Aluexon:5275	chr10:80039154:80039155:+	+	179	8.80	14	7	14
chr10	77627097	77627098	Aluexon:6379	chr10:80761993:80761994:-	-	59	2.76	15	15	7
chr10	78402309	78402310	Aluexon:438	chr10:81709782:81709783:+	-	170	9.21	13	13	6
chr10	78420561	78420562	Aluexon:437	chr10:81691480:81691481:+	-	165	5.91	5	5	3
chr10	7842524	7842525	Aluexon:363	chr10:7796032:7796033:-	-	285	4.76	7	6	7
chr10	79698512	79698513	Aluexon:439	chr10:82114239:82114240:-	-	25	3.87	NA	16	NA
chr10	82216557	82216558	Aluexon:5277	chr10:84618888:84618889:+	+	190	6.42	37	37	6
chr10	86350906	86350907	Aluexon:4754	chr10:88661723:88661724:+	+	104	-27.73	5	4	5
chr10	87245800	87245801	Aluexon:4757	chr10:89508558:89508559:+	+	67	8.46	8	8	7
chr10	87330506	87330507	Aluexon:443	chr10:89591854:89591855:+	+	23	10.11	23	23	3
chr10	88525898	88525899	Aluexon:445	chr10:90771954:90771955:+	+	32	2.74	6	6	6
chr10	88828537	88828538	Aluexon:6381	chr10:91074416:91074417:-	-	21	9.24	8	8	5
chr10	89047815	89047816	Aluexon:6695	chr10:91294397:91294398:-	-	199	9.79	7	4	7
chr10	90432067	90432068	Aluexon:444	chr10:92661998:92661999:+	+	32	3.77	7	7	7
chr10	91489193	91489194	Aluexon:4758	chr10:93710613:93710614:+	+	24	4.19	14	14	6
chr10	91489268	91489269	Aluexon:446	chr10:93710688:93710689:+	+	99	-17.82	14	14	6
chr10	91489391	91489392	Aluexon:4011	chr10:93710811:93710812:+	+	222	-2.62	14	14	6
chr10	92107184	92107185	Aluexon:450	chr10:94314526:94314527:-	-	107	6.14	11	11	5
chr10	92185305	92185306	Aluexon:4759	chr10:94391946:94391947:+	+	17	2.65	11	11	5
chr10	92550432	92550433	Aluexon:447	chr10:94759005:94759006:+	+	22	8.53	13	13	5
chr10	93240260	93240261	Aluexon:451	chr10:95435458:95435459:-	-	20	0.32	7	7	5
chr10	93489078	93489079	Aluexon:457	chr10:95682801:95682802:+	+	20	9.15	8	8	5
chr10	93881264	93881265	Aluexon:458	chr10:96082539:96082540:-	-	23	9.18	14	14	5
chr10	94128110	94128111	Aluexon:456	chr10:96329344:96329345:+	+	12	7.19	6	5	6
chr10	94166757	94166758	Aluexon:455	chr10:96367665:96367666:+	+	189	5.15	10	10	5
chr10	94832922	94832923	Aluexon:5691	chr10:97146876:97146877:-	-	22	9.80	10	10	6
chr10	94944161	94944162	Aluexon:5692	chr10:97253043:97253044:-	-	32	4.15	12	12	6
chr10	95355699	95355700	Aluexon:464	chr10:97657436:97657437:-	-	25	5.12	11	11	6
chr10	96140160	96140161	Aluexon:5693	chr10:98429368:98429369:-	-	177	-32.80	9	9	6
chr10	96577412	96577413	Aluexon:460	chr10:98862079:98862080:-	-	131	-12.70	12	12	5
chr10	96738194	96738195	Aluexon:461	chr10:99018511:99018512:-	-	25	3.25	9	8	9
chr10	96906745	96906746	Aluexon:474	chr10:99184650:99184651:-	-	192	10.36	15	6	15
chr10	97048972	97048973	Aluexon:459	chr10:99328194:99328195:+	+	24	2.45	8	8	5
chr10	97116551	97116552	Aluexon:5694	chr10:99393913:99393914:-	-	151	-31.95	7	5	7
chr10	97155632	97155633	Aluexon:462	chr10:99432584:99432585:+	+	105	-28.08	22	22	7
chr10	97252025	97252026	Aluexon:468	chr10:99525962:99525963:+	+	86	1.02	4	3	4
chr10	97651333	97651334	Aluexon:463	chr10:99922639:99922640:+	+	169	-11.37	6	3	6
chr10	99373443	99373444	Aluexon:466	chr10:101950054:101950055:+	+	277	-4.85	14	14	6
chr10	99414002	99414003	Aluexon:467	chr10:101991001:101991002:+	+	28	5.96	6	4	6
chr10	997355	997356	Aluexon:4739	chr10:964490:964491:-	-	105	-8.47	14	14	7
chr10_GL391668_random	2202659	2202660	Aluexon:409	chr10:50961932:50961933:-	-	28	4.74	17	17	5
chr1	1001429	1001430	Aluexon:7	chr1:1028192:1028193:-	-	235	7.05	5	5	5
chr1	100525546	100525547	Aluexon:4288	chr1:100173881:100173882:-	-	299	-12.67	8	8	8
chr1	100585405	100585406	Aluexon:6675	chr1:100231349:100231350:-	-	140	-18.09	6	5	6
chr1	100672707	100672708	Aluexon:178	chr1:100318115:100318116:+	+	201	1.93	20	14	20
chr1	100725418	100725419	Aluexon:4289	chr1:100362390:100362391:+	+	36	1.53	8	8	5
chr1	100887048	100887049	Aluexon:180	chr1:100522930:100522931:+	+	32	8.18	15	15	5
chr1	100915878	100915879	Aluexon:4291	chr1:100552088:100552089:+	+	19	2.30	21	21	12
chr1	100927751	100927752	Aluexon:179	chr1:100563955:100563956:-	-	13	10.51	10	6	10
chr1	100955770	100955771	Aluexon:4292	chr1:100592320:100592321:-	-	32	2.41	6	6	5
chr1	100981989	100981990	Aluexon:4293	chr1:100618559:100618560:+	+	241	-0.88	5	2	5
chr1	10125848	10125849	Aluexon:5226	chr1:10064149:10064150:+	+	26	10.43	16	16	5
chr1	101856486	101856487	Aluexon:181	chr1:101488564:101488565:-	-	195	-16.21	9	9	5
chr1	101915103	101915104	Aluexon:5245	chr1:101547095:101547096:+	+	15	7.94	7	5	7
chr1	10393502	10393503	Aluexon:6184	chr1:10334272:10334273:+	+	283	-1.34	20	20	6
chr1	10436534	10436535	Aluexon:22	chr1:10376984:10376985:+	+	24	11.03	8	8	5
chr1	10642837	10642838	Aluexon:23	chr1:10579897:10579898:+	+	60	-15.54	5	5	5
chr1	106438241	106438242	Aluexon:6676	chr1:106146180:106146181:-	-	26	3.99	22	22	5
chr1	10702282	10702283	Aluexon:24	chr1:10636833:10636834:+	+	17	12.22	18	18	5
chr1	10703897	10703898	Aluexon:5227	chr1:10637869:10637870:+	+	232	-1.42	15	15	8
chr1	109081666	109081667	Aluexon:4294	chr1:108738614:108738615:-	-	24	-6.75	13	13	4
chr1	109158348	109158349	Aluexon:6192	chr1:108963309:108963310:+	-	129	-6.42	17	17	5
chr1	109375024	109375025	Aluexon:4295	chr1:109192029:109192030:-	-	207	2.84	9	3	9
chr1	109535213	109535214	Aluexon:3991	chr1:109350242:109350243:+	+	54	8.72	16	16	5
chr1	109687273	109687274	Aluexon:4297	chr1:109497071:109497072:-	-	54	-23.66	6	5	6
chr11	100168859	100168860	Aluexon:681	chr11:102191015:102191016:+	+	12	4.19	8	8	5
chr11	100640904	100640905	Aluexon:6527	chr11:102663874:102663875:+	+	36	0.73	6	6	5
chr11	10157728	10157729	Aluexon:549	chr11:10352115:10352116:+	+	21	10.42	13	13	5
chr11	10523601	10523602	Aluexon:548	chr11:10711901:10711902:-	-	30	-19.91	14	14	6
chr11	105498203	105498204	Aluexon:683	chr11:107515848:107515849:+	+	208	7.27	27	9	27
chr11	105554863	105554864	Aluexon:684	chr11:107571618:107571619:-	-	195	9.50	13	13	10
chr11	105635354	105635355	Aluexon:685	chr11:107650239:107650240:+	+	79	-22.15	7	7	5
chr11	105635405	105635406	Aluexon:686	chr11:107650290:107650291:+	+	130	0.78	7	7	5
chr11	105913913	105913914	Aluexon:4029	chr11:107924693:107924694:+	+	121	-14.12	9	9	5
chr11	106072138	106072139	Aluexon:4796	chr11:108081938:108081939:-	-	25	2.11	15	15	5
chr11	10649811	10649812	Aluexon:6387	chr11:10836669:10836670:-	-	194	8.95	24	24	7
chr11	108212383	108212384	Aluexon:6210	chr11:110207166:110207167:+	+	21	11.08	11	8	11
chr11	108260341	108260342	Aluexon:5296	chr11:110252648:110252649:+	+	16	4.62	5	5	5
chr11	109276366	109276367	Aluexon:6394	chr11:111256855:111256856:-	-	12	6.53	7	3	7
chr11	109306298	109306299	Aluexon:6700	chr11:111286765:111286766:-	-	22	11.82	9	6	9
chr11	109689068	109689069	Aluexon:5710	chr11:111659293:111659294:-	-	194	4.24	13	13	6
chr11	109698874	109698875	Aluexon:687	chr11:111668919:111668920:-	-	34	-5.85	6	6	6
chr11	109746086	109746087	Aluexon:688	chr11:111715902:111715903:-	-	138	-22.52	5	5	4
chr11	109982076	109982077	Aluexon:696	chr11:111943583:111943584:-	-	48	1.72	5	5	5
chr11	109997632	109997633	Aluexon:4797	chr11:111959138:111959139:+	+	224	-23.38	13	13	4
chr11	110002298	110002299	Aluexon:5298	chr11:111963802:111963803:+	+	51	5.78	18	18	6
chr11	110029147	110029148	Aluexon:695	chr11:111990013:111990014:+	+	185	8.16	9	9	7
chr11	110134272	110134273	Aluexon:689	chr11:112100163:112100164:+	+	57	7.37	11	11	5
chr11	112591396	112591397	Aluexon:6211	chr11:114578108:114578109:+	+	301	-13.18	6	5	6
chr11	113518823	113518824	Aluexon:690	chr11:115499297:115499298:+	+	45	-22.64	11	11	6
chr11	114655276	114655277	Aluexon:4031	chr11:116627059:116627060:-	-	178	6.58	10	10	6
chr11	114674554	114674555	Aluexon:691	chr11:116646049:116646050:-	-	144	-5.02	17	17	5
chr1	11148432	11148433	Aluexon:30	chr1:11076178:11076179:+	+	202	8.92	10	5	10
chr1	11149668	11149669	Aluexon:3981	chr1:11077401:11077402:+	+	146	4.45	36	36	5
chr11	115077486	115077487	Aluexon:5299	chr11:117045607:117045608:+	+	114	-1.62	5	5	4
chr11	115149362	115149363	Aluexon:700	chr11:117116724:117116725:+	+	41	5.48	9	9	8
chr11	115196232	115196233	Aluexon:5300	chr11:117162060:117162061:+	+	66	-8.86	18	18	5
chr11	115270159	115270160	Aluexon:702	chr11:117234667:117234668:+	+	192	9.10	22	22	6
chr11	115946824	115946825	Aluexon:5711	chr11:117902684:117902685:-	-	139	5.70	10	2	10
chr1	11162056	11162057	Aluexon:4233	chr1:11089742:11089743:+	+	51	3.06	16	16	5
chr11	116553196	116553197	Aluexon:693	chr11:118495530:118495531:+	+	223	-3.41	14	14	5
chr11	116689590	116689591	Aluexon:4799	chr11:118631529:118631530:-	-	23	3.97	28	28	5
chr11	116956165	116956166	Aluexon:707	chr11:118893718:118893719:+	+	51	5.87	10	10	5
chr11	117056258	117056259	Aluexon:710	chr11:118994276:118994277:+	+	29	10.11	24	17	24
chr11	117065151	117065152	Aluexon:4032	chr11:119001822:119001823:+	+	41	7.79	6	6	6
chr11	117412032	117412033	Aluexon:4800	chr11:119339884:119339885:+	+	81	-19.32	7	7	7
chr11	118378125	118378126	Aluexon:4801	chr11:120288236:120288237:+	+	22	4.74	23	23	4
chr11	11919853	11919854	Aluexon:552	chr11:12093736:12093737:+	+	22	11.04	15	15	8
chr1	11196055	11196056	Aluexon:26	chr1:11124005:11124006:-	-	46	2.35	6	6	5
chr11	121448541	121448542	Aluexon:4802	chr11:123344160:123344161:+	+	65	-2.88	6	5	6
chr11	123559568	123559569	Aluexon:709	chr11:125445697:125445698:+	+	17	3.97	28	28	6
chr11	123559649	123559650	Aluexon:708	chr11:125445778:125445779:+	+	98	6.11	28	28	6
chr11	123584120	123584121	Aluexon:4804	chr11:125469330:125469331:+	+	35	7.38	8	8	6
chr11	123611276	123611277	Aluexon:4803	chr11:125494766:125494767:+	+	144	6.14	7	6	7
chr11	123663109	123663110	Aluexon:703	chr11:125545821:125545822:+	+	30	10.58	8	8	5
chr11	124186794	124186795	Aluexon:5712	chr11:126077512:126077513:-	-	230	-18.57	10	10	5
chr11	124253226	124253227	Aluexon:5301	chr11:126142371:126142372:+	+	178	-1.25	6	6	6
chr11	124532558	124532559	Aluexon:5713	chr11:126420542:126420543:-	-	27	4.40	11	11	6
chr11	125337416	125337417	Aluexon:6528	chr11:127204917:127204918:+	+	14	9.20	10	10	5
chr1	112781418	112781419	Aluexon:5669	chr1:145710284:145710285:-	+	26	2.12	6	5	6
chr11	127870780	127870781	Aluexon:5302	chr11:129720066:129720067:+	+	22	-5.55	19	19	5
chr11	127889258	127889259	Aluexon:705	chr11:129738748:129738749:-	-	187	4.99	5	5	5
chr11	127913825	127913826	Aluexon:704	chr11:129763280:129763281:-	-	196	10.07	23	10	23
chr1	112798474	112798475	Aluexon:4302	chr1:145693004:145693005:+	-	39	4.57	7	7	5
chr1	112801785	112801786	Aluexon:4301	chr1:145689667:145689668:+	-	11	7.37	7	7	6
chr11	12825579	12825580	Aluexon:4779	chr11:12986761:12986762:-	-	25	3.67	7	7	6
chr11	12834543	12834544	Aluexon:4780	chr11:12994881:12994882:-	-	26	2.06	14	14	4
chr11	128358902	128358903	Aluexon:6212	chr11:130196888:130196889:+	+	19	9.92	11	11	5
chr11	128756371	128756372	Aluexon:6529	chr11:130584039:130584040:+	+	27	9.17	8	8	4
chr1	113002423	113002424	Aluexon:221	chr1:145495260:145495261:-	+	203	-29.03	17	17	6
chr1	113004505	113004506	Aluexon:220	chr1:145493183:145493184:-	+	14	1.46	9	6	9
chr1	11322546	11322547	Aluexon:4234	chr1:11245652:11245653:-	-	32	8.90	35	4	35
chr11	132283331	132283332	Aluexon:712	chr11:134055822:134055823:+	+	21	2.76	20	20	4
chr11	132446189	132446190	Aluexon:4034	chr11:134215388:134215389:+	+	18	2.56	10	10	5
chr11	132476004	132476005	Aluexon:5303	chr11:134242322:134242323:+	+	41	6.49	23	23	5
chr11	132573651	132573652	Aluexon:6530	chr11:134337757:134337758:+	+	23	2.54	6	6	4
chr11	14286309	14286310	Aluexon:555	chr11:14499341:14499342:-	-	122	-5.48	25	25	8
