chr	start	end	aluexon	position	strand	distance_to_alu	3SSS	WU	U1	U2
chr10	126156108	126156109	Aluexon:504	chr10:126156108:126156109:+	+	34	-12.49	16	16	6
chr10	126451127	126451128	Aluexon:505	chr10:126451127:126451128:-	-	47	8.01	5	5	5
chr10	126478279	126478280	Aluexon:507	chr10:126478279:126478280:-	-	80	-26.87	15	15	6
chr10	127437809	127437810	Aluexon:497	chr10:127437809:127437810:-	-	28	4.19	13	13	7
chr10	127598286	127598287	Aluexon:500	chr10:127598286:127598287:+	+	212	10.22	22	13	22
chr10	13037078	13037079	Aluexon:369	chr10:13037078:13037079:-	-	24	5.12	14	14	5
chr10	131866872	131866873	Aluexon:502	chr10:131866872:131866873:-	-	24	4.74	19	19	4
chr10	131899475	131899476	Aluexon:503	chr10:131899475:131899476:-	-	20	11.68	15	15	6
chr10	131978375	131978376	Aluexon:511	chr10:131978375:131978376:+	+	16	9.67	14	14	6
chr10	132962382	132962383	Aluexon:5698	chr10:132962382:132962383:-	-	36	1.94	18	18	5
chr10	13317624	13317625	Aluexon:370	chr10:13317624:13317625:-	-	20	12.85	24	24	6
chr10	135110908	135110909	Aluexon:5699	chr10:135110908:135110909:-	-	22	8.91	5	5	5
chr10	135113979	135113980	Aluexon:520	chr10:135113979:135113980:-	-	116	-10.81	5	4	5
chr10	135304724	135304725	Aluexon:517	chr10:135304724:135304725:+	+	39	5.66	15	15	5
chr10	14139137	14139138	Aluexon:5682	chr10:14139137:14139138:-	-	32	4.74	26	26	5
chr10	14876332	14876333	Aluexon:383	chr10:14876332:14876333:-	-	34	3.19	11	11	6
chr10	14941311	14941312	Aluexon:4740	chr10:14941311:14941312:-	-	15	9.88	10	10	5
chr10	15098821	15098822	Aluexon:5264	chr10:15098821:15098822:+	+	6	8.28	8	7	8
chr10	15144215	15144216	Aluexon:5265	chr10:15144215:15144216:+	+	22	11.99	19	19	6
chr10	15146434	15146435	Aluexon:379	chr10:15146434:15146435:+	+	32	3.99	14	14	5
chr10	15182536	15182537	Aluexon:377	chr10:15182536:15182537:+	+	22	9.00	7	7	4
chr10	15307574	15307575	Aluexon:374	chr10:15307574:15307575:-	-	2	11.42	19	19	7
chr10	1600119	1600120	Aluexon:4737	chr10:1600119:1600120:-	-	26	10.45	6	5	6
chr10	16479354	16479355	Aluexon:375	chr10:16479354:16479355:+	+	21	12.56	20	20	6
chr10	17657963	17657964	Aluexon:6377	chr10:17657963:17657964:-	-	17	8.80	6	6	5
chr10	18816298	18816299	Aluexon:382	chr10:18816298:18816299:-	-	25	2.06	6	6	5
chr10	18831106	18831107	Aluexon:381	chr10:18831106:18831107:-	-	26	7.13	7	7	5
chr10	18870632	18870633	Aluexon:4007	chr10:18870632:18870633:-	-	134	-25.72	14	14	4
chr10	1999892	1999893	Aluexon:4738	chr10:1999892:1999893:+	+	209	9.81	15	6	15
chr10	20011351	20011352	Aluexon:6692	chr10:20011351:20011352:-	-	196	8.41	29	29	6
chr10	2049337	2049338	Aluexon:6689	chr10:2049337:2049338:-	-	27	10.35	6	6	5
chr10	21830190	21830191	Aluexon:386	chr10:21830190:21830191:+	+	36	7.33	6	4	6
chr10	21840743	21840744	Aluexon:5266	chr10:21840743:21840744:+	+	14	12.03	13	13	5
chr10	21879051	21879052	Aluexon:385	chr10:21879051:21879052:+	+	179	8.12	7	6	7
chr10	22636944	22636945	Aluexon:5267	chr10:22636944:22636945:+	+	22	3.00	5	4	5
chr10	22648338	22648339	Aluexon:5268	chr10:22648338:22648339:+	+	11	1.51	9	9	5
chr10	22948659	22948660	Aluexon:380	chr10:22948659:22948660:-	-	70	9.14	3	2	3
chr10	24736989	24736990	Aluexon:6378	chr10:24736989:24736990:-	-	79	-7.25	9	9	5
chr10	26878792	26878793	Aluexon:6518	chr10:26878792:26878793:+	+	219	-16.71	8	8	6
chr10	26937878	26937879	Aluexon:6519	chr10:26937878:26937879:+	+	38	4.42	9	9	6
chr10	27124275	27124276	Aluexon:389	chr10:27124275:27124276:-	-	245	-20.84	12	12	6
chr10	27128712	27128713	Aluexon:390	chr10:27128712:27128713:-	-	225	7.83	8	8	6
chr10	27369017	27369018	Aluexon:387	chr10:27369017:27369018:-	-	99	-13.15	8	8	5
chr10	27448946	27448947	Aluexon:396	chr10:27448946:27448947:+	+	28	2.99	29	7	29
chr10	28142292	28142293	Aluexon:388	chr10:28142292:28142293:-	-	1	6.28	6	3	6
chr10	28767100	28767101	Aluexon:4742	chr10:28767100:28767101:-	-	22	11.59	8	8	7
chr10	29083572	29083573	Aluexon:5683	chr10:29083572:29083573:-	-	29	3.01	19	19	6
chr10	29743269	29743270	Aluexon:6204	chr10:29743269:29743270:+	+	171	-7.88	7	7	5
chr10	29906505	29906506	Aluexon:393	chr10:29906505:29906506:-	-	32	12.78	13	13	6
chr10	30358629	30358630	Aluexon:392	chr10:30358629:30358630:-	-	136	-25.52	9	5	9
chr10	31252318	31252319	Aluexon:4743	chr10:31252318:31252319:-	-	27	4.74	21	21	5
chr10	31598944	31598945	Aluexon:394	chr10:31598944:31598945:-	-	32	9.70	6	6	5
chr10	33195508	33195509	Aluexon:402	chr10:33195508:33195509:-	-	34	0.24	7	5	7
chr10	35019625	35019626	Aluexon:4008	chr10:35019625:35019626:-	-	92	-16.55	7	5	7
chr10	35460119	35460120	Aluexon:398	chr10:35460119:35460120:+	+	30	7.25	25	25	5
chr10	35946080	35946081	Aluexon:397	chr10:35946080:35946081:+	+	30	9.43	6	6	4
chr10	38328339	38328340	Aluexon:5269	chr10:38328339:38328340:+	+	197	9.34	10	6	10
chr10	38717072	38717073	Aluexon:6520	chr10:38717072:38717073:+	+	229	-14.11	7	7	6
chr10	38724056	38724057	Aluexon:399	chr10:38724056:38724057:+	+	12	9.97	7	7	5
chr10	38726016	38726017	Aluexon:400	chr10:38726016:38726017:+	+	19	8.17	6	6	6
chr10	38734343	38734344	Aluexon:401	chr10:38734343:38734344:+	+	29	4.42	11	11	4
chr10	4127387	4127388	Aluexon:6516	chr10:4127387:4127388:+	+	245	6.56	14	10	14
chr10	4129549	4129550	Aluexon:6517	chr10:4129549:4129550:+	+	30	11.99	18	18	10
chr10	43021108	43021109	Aluexon:404	chr10:43021108:43021109:-	-	33	9.41	10	10	5
chr10	43135749	43135750	Aluexon:4744	chr10:43135749:43135750:-	-	28	4.36	7	7	5
chr10	43169805	43169806	Aluexon:4745	chr10:43169805:43169806:-	-	23	9.53	13	13	5
chr10	43654873	43654874	Aluexon:4009	chr10:43654873:43654874:+	+	134	0.93	11	11	6
chr10	43886802	43886803	Aluexon:4746	chr10:43886802:43886803:-	-	138	-23.08	16	10	16
chr10	43886896	43886897	Aluexon:408	chr10:43886896:43886897:-	-	44	-0.99	16	10	16
chr10	44109922	44109923	Aluexon:407	chr10:44109922:44109923:+	+	99	8.14	8	5	8
chr10	44142558	44142559	Aluexon:406	chr10:44142558:44142559:+	+	49	5.00	8	7	8
chr10	45642393	45642394	Aluexon:6693	chr10:45642393:45642394:-	-	73	5.72	5	5	5
chr10	45665453	45665454	Aluexon:5270	chr10:45665453:45665454:+	+	36	3.01	26	26	5
chr10	46048652	46048653	Aluexon:405	chr10:46048652:46048653:-	-	9	6.26	8	8	4
chr10	46962779	46962780	Aluexon:4747	chr10:46962779:46962780:+	+	34	9.13	14	14	5
chr10	47193740	47193741	Aluexon:5684	chr10:47193740:47193741:-	-	215	0.38	29	29	14
chr10	47220511	47220512	Aluexon:410	chr10:47220511:47220512:-	-	198	8.43	13	13	10
chr10	48235610	48235611	Aluexon:6205	chr10:48235610:48235611:+	+	215	0.38	29	29	14
chr10	4927285	4927286	Aluexon:6690	chr10:4927285:4927286:-	-	16	8.05	6	6	6
chr10	50961932	50961933	Aluexon:409	chr10:50961932:50961933:-	-	28	12.22	24	24	5
chr10	51125639	51125640	Aluexon:412	chr10:51125639:51125640:-	-	253	-12.68	14	14	7
chr10	51372577	51372578	Aluexon:413	chr10:51372577:51372578:+	+	32	10.43	15	7	15
chr10	51588204	51588205	Aluexon:414	chr10:51588204:51588205:-	-	35	4.19	29	29	5
chr10	51593461	51593462	Aluexon:5685	chr10:51593461:51593462:-	-	170	8.46	10	10	6
chr10	51601146	51601147	Aluexon:4749	chr10:51601146:51601147:-	-	212	-16.61	9	9	7
chr10	51622174	51622175	Aluexon:415	chr10:51622174:51622175:-	-	32	10.43	15	7	15
chr10	5686335	5686336	Aluexon:362	chr10:5686335:5686336:-	-	116	-18.34	5	3	5
chr10	5844303	5844304	Aluexon:376	chr10:5844303:5844304:-	-	272	3.95	13	13	5
chr10	5966712	5966713	Aluexon:372	chr10:5966712:5966713:+	+	180	5.60	13	13	6
chr10	5970297	5970298	Aluexon:373	chr10:5970297:5970298:+	+	189	6.30	15	15	7
chr10	61498781	61498782	Aluexon:411	chr10:61498781:61498782:-	-	125	-12.51	13	13	8
chr10	6266467	6266468	Aluexon:367	chr10:6266467:6266468:+	+	26	2.75	9	9	7
chr10	6377217	6377218	Aluexon:6203	chr10:6377217:6377218:+	+	23	9.23	19	19	7
chr10	63805225	63805226	Aluexon:4748	chr10:63805225:63805226:+	+	19	10.62	18	18	5
chr10	65121993	65121994	Aluexon:419	chr10:65121993:65121994:-	-	18	10.38	17	17	5
chr10	67440716	67440717	Aluexon:418	chr10:67440716:67440717:+	+	20	4.74	18	18	6
chr10	69587441	69587442	Aluexon:416	chr10:69587441:69587442:-	-	17	3.66	15	15	5
chr10	69755895	69755896	Aluexon:417	chr10:69755895:69755896:-	-	111	7.25	8	2	8
chr10	69830356	69830357	Aluexon:6694	chr10:69830356:69830357:-	-	33	1.80	11	11	4
chr10	70207270	70207271	Aluexon:4010	chr10:70207270:70207271:-	-	25	6.40	23	23	5
chr10	70230369	70230370	Aluexon:421	chr10:70230369:70230370:-	-	23	10.24	6	6	5
chr10	70233160	70233161	Aluexon:420	chr10:70233160:70233161:-	-	16	9.23	10	10	5
chr10	70730746	70730747	Aluexon:422	chr10:70730746:70730747:+	+	38	2.52	28	28	9
chr10	70749471	70749472	Aluexon:4751	chr10:70749471:70749472:+	+	27	8.94	7	7	7
chr10	70754958	70754959	Aluexon:4750	chr10:70754958:70754959:+	+	182	6.24	6	5	6
chr10	71052012	71052013	Aluexon:5271	chr10:71052012:71052013:+	+	190	9.32	9	8	9
chr10	71888718	71888719	Aluexon:4752	chr10:71888718:71888719:-	-	25	2.53	8	8	5
chr10	71926578	71926579	Aluexon:440	chr10:71926578:71926579:-	-	201	10.07	18	7	18
chr10	71927281	71927282	Aluexon:441	chr10:71927281:71927282:-	-	92	8.01	16	16	7
chr10	73621145	73621146	Aluexon:5272	chr10:73621145:73621146:+	+	6	-12.12	19	19	5
chr10	73862725	73862726	Aluexon:423	chr10:73862725:73862726:-	-	24	2.52	8	8	5
chr10	73971952	73971953	Aluexon:424	chr10:73971952:73971953:-	-	150	-28.80	6	6	5
chr10	73982889	73982890	Aluexon:5273	chr10:73982889:73982890:+	+	49	4.05	27	27	7
chr10	74520307	74520308	Aluexon:426	chr10:74520307:74520308:+	+	16	9.08	17	5	17
chr10	74621435	74621436	Aluexon:425	chr10:74621435:74621436:+	+	252	8.95	20	11	20
chr10	74807715	74807716	Aluexon:429	chr10:74807715:74807716:-	-	116	-22.01	7	7	6
chr10	74824229	74824230	Aluexon:430	chr10:74824229:74824230:-	-	35	3.76	7	7	6
chr10	74837571	74837572	Aluexon:5686	chr10:74837571:74837572:-	-	201	8.50	14	14	14
chr10	74901243	74901244	Aluexon:5687	chr10:74901243:74901244:-	-	59	6.47	23	10	23
chr10	74993117	74993118	Aluexon:448	chr10:74993117:74993118:+	+	24	9.82	7	7	5
chr10	75008720	75008721	Aluexon:449	chr10:75008720:75008721:+	+	12	7.84	6	5	6
chr10	75137324	75137325	Aluexon:427	chr10:75137324:75137325:-	-	31	4.74	29	29	7
chr10	75168094	75168095	Aluexon:428	chr10:75168094:75168095:-	-	8	-7.93	11	11	5
chr10	75239726	75239727	Aluexon:5688	chr10:75239726:75239727:-	-	34	5.56	8	8	4
chr10	75259351	75259352	Aluexon:435	chr10:75259351:75259352:+	+	2	2.01	9	5	9
chr10	75366137	75366138	Aluexon:434	chr10:75366137:75366138:-	-	84	-31.05	28	2	28
chr10	75371323	75371324	Aluexon:432	chr10:75371323:75371324:-	-	258	-20.98	19	7	19
chr10	75371344	75371345	Aluexon:433	chr10:75371344:75371345:-	-	237	-18.85	19	7	19
chr10	75459346	75459347	Aluexon:5689	chr10:75459346:75459347:-	-	23	13.00	6	6	5
chr10	75464425	75464426	Aluexon:484	chr10:75464425:75464426:-	-	189	7.10	20	20	10
chr10	75477923	75477924	Aluexon:483	chr10:75477923:75477924:-	-	207	8.93	9	9	7
chr10	75495515	75495516	Aluexon:482	chr10:75495515:75495516:+	+	117	-19.27	9	9	5
chr10	75898689	75898690	Aluexon:436	chr10:75898689:75898690:-	-	27	12.17	26	26	6
chr10	76285431	76285432	Aluexon:431	chr10:76285431:76285432:+	+	31	3.50	7	7	5
chr10	77058708	77058709	Aluexon:5274	chr10:77058708:77058709:+	+	17	10.50	16	16	5
chr10	7796032	7796033	Aluexon:363	chr10:7796032:7796033:-	-	285	4.76	9	9	7
chr10	80039154	80039155	Aluexon:5275	chr10:80039154:80039155:+	+	179	8.55	10	7	10
chr10	80761993	80761994	Aluexon:6379	chr10:80761993:80761994:-	-	59	3.95	11	11	7
chr10	8131677	8131678	Aluexon:365	chr10:8131677:8131678:+	+	180	9.73	14	8	14
chr10	81691480	81691481	Aluexon:437	chr10:81691480:81691481:+	+	165	5.91	5	5	3
chr10	81709782	81709783	Aluexon:438	chr10:81709782:81709783:+	+	170	9.36	14	14	6
chr10	81855121	81855122	Aluexon:4753	chr10:81855121:81855122:+	+	13	8.60	8	8	5
chr10	82114239	82114240	Aluexon:439	chr10:82114239:82114240:-	-	25	3.97	20	20	5
chr10	82167583	82167584	Aluexon:5276	chr10:82167583:82167584:+	+	209	-11.37	8	8	6
chr10	84618888	84618889	Aluexon:5277	chr10:84618888:84618889:+	+	190	6.60	22	22	6
chr10	88661723	88661724	Aluexon:4754	chr10:88661723:88661724:+	+	104	-27.73	5	4	5
chr10	88881547	88881548	Aluexon:4756	chr10:88881547:88881548:+	+	36	0.15	18	18	6
chr10	88948777	88948778	Aluexon:4755	chr10:88948777:88948778:+	+	21	4.64	16	16	5
chr10	88966028	88966029	Aluexon:5690	chr10:88966028:88966029:-	-	211	2.31	5	4	5
chr10	89005612	89005613	Aluexon:6380	chr10:89005612:89005613:-	-	1	9.42	15	15	4
chr10	89005969	89005970	Aluexon:453	chr10:89005969:89005970:-	-	50	8.81	7	7	6
chr10	89067746	89067747	Aluexon:454	chr10:89067746:89067747:-	-	103	-9.52	14	14	5
chr10	89067817	89067818	Aluexon:452	chr10:89067817:89067818:-	-	32	3.06	14	14	5
chr10	89251535	89251536	Aluexon:442	chr10:89251535:89251536:+	+	26	6.59	7	7	6
chr10	89508558	89508559	Aluexon:4757	chr10:89508558:89508559:+	+	67	8.83	9	9	7
chr10	89591854	89591855	Aluexon:443	chr10:89591854:89591855:+	+	23	10.11	19	19	3
chr10	90771954	90771955	Aluexon:445	chr10:90771954:90771955:+	+	32	2.74	6	6	6
chr10	91074416	91074417	Aluexon:6381	chr10:91074416:91074417:-	-	21	9.24	8	8	5
chr10	91294397	91294398	Aluexon:6695	chr10:91294397:91294398:-	-	199	12.87	27	3	27
chr10	92661998	92661999	Aluexon:444	chr10:92661998:92661999:+	+	32	3.77	7	7	7
chr10	93710613	93710614	Aluexon:4758	chr10:93710613:93710614:+	+	24	4.19	18	18	6
chr10	93710688	93710689	Aluexon:446	chr10:93710688:93710689:+	+	99	-17.82	18	18	6
chr10	93710811	93710812	Aluexon:4011	chr10:93710811:93710812:+	+	222	-2.62	18	18	6
chr10	94314526	94314527	Aluexon:450	chr10:94314526:94314527:-	-	107	6.14	10	10	5
chr10	94391946	94391947	Aluexon:4759	chr10:94391946:94391947:+	+	17	2.65	11	11	5
chr10	94759005	94759006	Aluexon:447	chr10:94759005:94759006:+	+	22	9.95	17	17	5
chr10	95435458	95435459	Aluexon:451	chr10:95435458:95435459:-	-	20	0.53	7	7	5
chr10	95682801	95682802	Aluexon:457	chr10:95682801:95682802:+	+	20	9.97	8	8	5
chr10	96082539	96082540	Aluexon:458	chr10:96082539:96082540:-	-	23	9.40	13	13	5
chr10	96329344	96329345	Aluexon:456	chr10:96329344:96329345:+	+	12	7.19	6	5	6
chr10	96367665	96367666	Aluexon:455	chr10:96367665:96367666:+	+	189	5.15	10	10	5
chr10	964490	964491	Aluexon:4739	chr10:964490:964491:-	-	105	-8.31	24	24	7
chr10	97146876	97146877	Aluexon:5691	chr10:97146876:97146877:-	-	22	9.80	10	10	7
chr10	97253043	97253044	Aluexon:5692	chr10:97253043:97253044:-	-	32	4.15	12	12	6
chr10	97657436	97657437	Aluexon:464	chr10:97657436:97657437:-	-	25	4.30	14	14	6
chr10	98429368	98429369	Aluexon:5693	chr10:98429368:98429369:-	-	177	-31.91	10	10	6
chr10	98862079	98862080	Aluexon:460	chr10:98862079:98862080:-	-	131	-13.21	16	16	5
chr10	99018511	99018512	Aluexon:461	chr10:99018511:99018512:-	-	25	4.10	10	7	10
chr10	99184650	99184651	Aluexon:474	chr10:99184650:99184651:-	-	192	10.36	24	6	24
chr10	99328194	99328195	Aluexon:459	chr10:99328194:99328195:+	+	24	3.47	11	11	5
chr10	99393913	99393914	Aluexon:5694	chr10:99393913:99393914:-	-	151	-31.95	7	5	7
chr10	99432584	99432585	Aluexon:462	chr10:99432584:99432585:+	+	105	-28.08	24	24	12
chr10	99525962	99525963	Aluexon:468	chr10:99525962:99525963:+	+	86	1.13	4	3	4
chr10	99922639	99922640	Aluexon:463	chr10:99922639:99922640:+	+	169	-12.21	6	3	6
chr1	100173881	100173882	Aluexon:4288	chr1:100173881:100173882:-	-	299	-12.65	29	29	8
chr1	100231349	100231350	Aluexon:6675	chr1:100231349:100231350:-	-	140	-16.83	6	6	6
chr1	100318115	100318116	Aluexon:178	chr1:100318115:100318116:+	+	201	10.68	21	21	20
chr1	100362390	100362391	Aluexon:4289	chr1:100362390:100362391:+	+	36	1.53	8	8	5
chr1	100522930	100522931	Aluexon:180	chr1:100522930:100522931:+	+	32	8.18	15	15	5
chr1	100552088	100552089	Aluexon:4291	chr1:100552088:100552089:+	+	19	2.30	17	17	9
chr1	100563955	100563956	Aluexon:179	chr1:100563955:100563956:-	-	13	10.71	9	6	9
chr1	100592320	100592321	Aluexon:4292	chr1:100592320:100592321:-	-	32	2.41	6	6	6
chr1	100618559	100618560	Aluexon:4293	chr1:100618559:100618560:+	+	241	-0.88	5	2	5
chr1	10064149	10064150	Aluexon:5226	chr1:10064149:10064150:+	+	26	12.22	25	25	5
chr1	101488564	101488565	Aluexon:181	chr1:101488564:101488565:-	-	195	-15.28	7	7	5
chr1	101547095	101547096	Aluexon:5245	chr1:101547095:101547096:+	+	15	7.94	7	5	7
chr1	1028192	1028193	Aluexon:7	chr1:1028192:1028193:-	-	235	7.05	11	11	5
chr1	10334272	10334273	Aluexon:6184	chr1:10334272:10334273:+	+	283	-2.54	19	19	6
chr1	10376984	10376985	Aluexon:22	chr1:10376984:10376985:+	+	24	12.16	8	8	4
chr1	104140689	104140690	Aluexon:6191	chr1:104140689:104140690:+	+	16	11.33	12	12	5
chr1	10579897	10579898	Aluexon:23	chr1:10579897:10579898:+	+	60	-15.54	5	5	5
chr1	106146180	106146181	Aluexon:6676	chr1:106146180:106146181:-	-	26	3.99	20	20	5
chr1	10636833	10636834	Aluexon:24	chr1:10636833:10636834:+	+	17	11.86	16	16	5
chr1	10637869	10637870	Aluexon:5227	chr1:10637869:10637870:+	+	232	-1.42	48	48	8
chr1	108738614	108738615	Aluexon:4294	chr1:108738614:108738615:-	-	24	1.31	15	15	4
chr1	108816311	108816312	Aluexon:6364	chr1:108816311:108816312:-	-	131	-6.28	25	25	5
chr1	108963309	108963310	Aluexon:6192	chr1:108963309:108963310:+	+	129	-6.28	23	23	5
chr1	109192029	109192030	Aluexon:4295	chr1:109192029:109192030:-	-	207	1.12	9	4	9
chr1	109350242	109350243	Aluexon:3991	chr1:109350242:109350243:+	+	54	9.53	17	17	5
chr1	109497071	109497072	Aluexon:4297	chr1:109497071:109497072:-	-	54	-23.66	6	5	6
chr1	109909526	109909527	Aluexon:4296	chr1:109909526:109909527:-	-	18	7.66	13	13	5
chr11	101018872	101018873	Aluexon:6526	chr11:101018872:101018873:+	+	179	11.60	21	9	21
chr11	102191015	102191016	Aluexon:681	chr11:102191015:102191016:+	+	12	4.26	7	7	5
chr11	102663874	102663875	Aluexon:6527	chr11:102663874:102663875:+	+	36	0.73	6	6	5
chr11	103230412	103230413	Aluexon:4028	chr11:103230412:103230413:+	+	30	3.13	14	14	5
chr11	10352115	10352116	Aluexon:549	chr11:10352115:10352116:+	+	21	10.29	12	12	5
chr1	110652225	110652226	Aluexon:183	chr1:110652225:110652226:+	+	26	10.73	25	25	4
chr11	10711901	10711902	Aluexon:548	chr11:10711901:10711902:-	-	30	-19.91	14	14	5
chr11	107515848	107515849	Aluexon:683	chr11:107515848:107515849:+	+	208	7.27	21	5	21
chr11	107571618	107571619	Aluexon:684	chr11:107571618:107571619:-	-	195	11.20	19	11	19
chr1	11076178	11076179	Aluexon:30	chr1:11076178:11076179:+	+	202	8.16	6	6	6
chr11	107650239	107650240	Aluexon:685	chr11:107650239:107650240:+	+	79	-22.15	8	8	5
chr11	107650290	107650291	Aluexon:686	chr11:107650290:107650291:+	+	130	0.78	8	8	5
chr1	11077401	11077402	Aluexon:3981	chr1:11077401:11077402:+	+	146	4.45	18	18	5
chr1	110789869	110789870	Aluexon:187	chr1:110789869:110789870:+	+	16	10.41	15	15	6
chr11	107924693	107924694	Aluexon:4029	chr11:107924693:107924694:+	+	121	-14.12	9	9	5
chr11	108081938	108081939	Aluexon:4796	chr11:108081938:108081939:-	-	25	10.18	11	11	5
chr11	10836669	10836670	Aluexon:6387	chr11:10836669:10836670:-	-	194	8.95	18	18	7
chr11	10842277	10842278	Aluexon:573	chr11:10842277:10842278:+	+	33	11.15	21	21	9
chr1	110861504	110861505	Aluexon:199	chr1:110861504:110861505:-	-	27	4.04	6	6	5
chr1	110873765	110873766	Aluexon:204	chr1:110873765:110873766:-	-	31	-28.26	6	6	6
chr1	11089742	11089743	Aluexon:4233	chr1:11089742:11089743:+	+	51	3.06	23	23	5
chr1	110897559	110897560	Aluexon:3994	chr1:110897559:110897560:+	+	30	3.01	24	24	5
chr1	110908598	110908599	Aluexon:4298	chr1:110908598:110908599:+	+	30	7.18	10	7	10
