chr	start	end	aluexon	position	strand	distance_to_alu	3SSS	WU	U1	U2
chr10	5480386	5480387	AluID:174923	chr10:5440080:5440081	-	18	8.34	8	8	3
chr10	56733898	56733899	AluID:180862	chr10:60152765:60152766	+	18	-6.70	8	8	6
chr10	56954884	56954885	AluID:180876	1	+	20	-15.61	5	5	5
chr10	57003214	57003215	AluID:180885	chr10:60422834:60422835	+	19	-5.43	17	17	7
chr10	57042811	57042812	AluID:180888	chr10:60462944:60462945	+	18	3.20	22	22	6
chr10	57134588	57134589	AluID:180900	chr10:60554200:60554201	+	22	4.19	25	25	5
chr10	57148863	57148864	AluID:180901	chr10:60568497:60568498	+	21	0.67	15	15	5
chr10	57696068	57696069	AluID:180925	-1	-	20	4.19	23	23	5
chr10	5816177	5816178	AluID:174949	chr10:5774527:5774528	+	22	-7.02	8	8	7
chr10	58188872	58188873	AluID:180955	chr10:61597511:61597512	-	18	-0.86	7	7	7
chr10	58211309	58211310	AluID:180960	chr10:61619837:61619838	-	21	4.51	5	4	5
chr10	5908652	5908653	AluID:175005	chr10:5866236:5866237	-	19	2.79	21	21	8
chr10	60295888	60295889	AluID:181097	chr10:63677099:63677100	+	21	-2.78	5	4	5
chr10	60582466	60582467	AluID:181130	chr10:63960130:63960131	-	19	-4.95	15	15	5
chr10	60905058	60905059	AluID:181159	chr10:64284573:64284574	+	18	-0.32	6	6	5
chr10	61027910	61027911	AluID:181165	chr10:64414294:64414295	+	19	3.10	12	12	5
chr10	61237894	61237895	AluID:181172	chr10:64625238:64625239	-	19	2.45	7	5	7
chr10	61588270	61588271	AluID:181212	-1	-	20	4.74	23	23	6
chr10	61613715	61613716	AluID:181228	chr10:64996686:64996687	-	21	-13.83	6	5	6
chr10	61656213	61656214	AluID:181248	chr10:65038292:65038293	-	21	0.07	8	8	5
chr10	61689886	61689887	AluID:181270	chr10:65071144:65071145	-	21	-1.57	10	6	10
chr10	61810742	61810743	AluID:181336	chr10:65191770:65191771	-	22	-5.92	5	5	5
chr10	6311729	6311730	AluID:175137	chr10:6266461:6266462	+	22	3.16	10	10	7
chr10	6373119	6373120	AluID:175143	chr10:6327208:6327209	+	21	-7.41	9	9	5
chr10	64587440	64587441	AluID:181419	chr10:67930882:67930883	-	19	0.95	8	8	5
chr10	64632948	64632949	AluID:181424	chr10:67972769:67972770	-	18	3.71	5	5	5
chr10	64637286	64637287	AluID:181425	chr10:67977109:67977110	-	22	2.79	19	19	5
chr10	64738337	64738338	AluID:181438	chr10:68077425:68077426	-	22	1.54	7	7	5
chr10	64847442	64847443	AluID:181452	chr10:68184704:68184705	-	19	6.25	6	6	4
chr10	65109376	65109377	AluID:181474	-1	-	20	-14.83	6	6	6
chr10	65111903	65111904	AluID:181475	chr10:68448717:68448718	-	19	4.74	25	25	9
chr10	65156425	65156426	AluID:181481	chr10:68494625:68494626	-	22	8.35	15	15	6
chr10	6520532	6520533	AluID:175170	-1	-	20	-7.31	13	13	5
chr10	65379081	65379082	AluID:181507	chr10:68709314:68709315	-	21	3.95	13	13	7
chr10	65463454	65463455	AluID:181535	chr10:68793549:68793550	+	18	2.93	7	7	5
chr10	65503899	65503900	AluID:181547	1	+	20	0.97	8	8	5
chr10	65601840	65601841	AluID:181561	chr10:68931335:68931336	-	18	-5.78	15	15	5
chr10	65602020	65602021	AluID:181562	chr10:68931518:68931519	-	21	-8.10	15	6	15
chr10	65684695	65684696	AluID:181576	chr10:69015070:69015071	-	21	-5.87	6	6	5
chr10	65731348	65731349	AluID:181584	-1	-	20	3.61	12	12	5
chr10	66339312	66339313	AluID:181660	chr10:69657063:69657064	+	19	2.76	16	16	5
chr10	66473000	66473001	AluID:181720	chr10:69789246:69789247	-	21	4.74	19	19	5
chr10	66754781	66754782	AluID:181788	chr10:70058864:70058865	-	22	2.79	21	21	7
chr10	66835047	66835048	AluID:181856	chr10:70133880:70133881	-	19	-7.01	18	18	7
chr10	66854011	66854012	AluID:181877	chr10:70152682:70152683	-	22	4.74	20	20	18
chr10	66888576	66888577	AluID:181899	-1	-	20	-4.86	5	5	5
chr10	66903726	66903727	AluID:181920	chr10:70201097:70201098	-	19	-4.70	12	10	12
chr10	66910745	66910746	AluID:181932	-1	-	20	-4.46	15	15	7
chr10	67098984	67098985	AluID:182117	chr10:70403672:70403673	+	19	1.82	10	10	5
chr10	67185121	67185122	AluID:182168	chr10:70489699:70489700	+	19	-5.71	11	11	5
chr10	67208544	67208545	AluID:182196	chr10:70509980:70509981	+	18	-11.00	13	13	5
chr10	67293689	67293690	AluID:182241	chr10:70592532:70592533	+	21	2.28	6	6	5
chr10	67296828	67296829	AluID:182246	chr10:70595653:70595654	+	19	0.01	7	7	6
chr10	67385971	67385972	AluID:182320	1	+	20	-5.26	10	10	7
chr10	67460915	67460916	AluID:182372	chr10:70758867:70758868	+	18	-1.37	6	6	5
chr10	67560436	67560437	AluID:182381	chr10:70857502:70857503	+	18	2.66	6	6	5
chr10	67781479	67781480	AluID:182482	chr10:71067613:71067614	+	21	4.18	9	9	6
chr10	68607546	68607547	AluID:182565	-1	-	20	9.69	9	9	7
chr10	68922000	68922001	AluID:182651	1	+	20	-8.93	NA	15	NA
chr10	68949027	68949028	AluID:182660	chr10:72202825:72202826	-	21	-12.73	6	6	5
chr10	69108162	69108163	AluID:182697	chr10:72359320:72359321	-	19	-7.10	4	2	4
chr10	69183450	69183451	AluID:182699	chr10:72435906:72435907	+	18	3.50	15	15	5
chr10	69342845	69342846	AluID:182716	chr10:72596861:72596862	+	18	-16.26	26	26	5
chr10	69360195	69360196	AluID:182721	chr10:72613947:72613948	+	18	3.10	17	17	5
chr10	70058332	70058333	AluID:182768	chr10:73292494:73292495	+	19	-6.69	18	18	6
chr10	70259197	70259198	AluID:182792	1	+	20	-32.14	9	8	9
chr10	70372940	70372941	AluID:182826	-1	-	20	-4.21	14	14	3
chr10	70378203	70378204	AluID:182829	chr10:73607040:73607041	-	18	-4.13	6	6	4
chr10	70520901	70520902	AluID:182840	chr10:73752433:73752434	+	22	2.60	17	17	6
chr10	70743161	70743162	AluID:182914	chr10:73967171:73967172	-	21	-0.85	7	4	7
chr10	70756234	70756235	AluID:182930	chr10:73980712:73980713	+	21	-2.83	6	6	5
chr10	70884855	70884856	AluID:182945	chr10:74107671:74107672	-	22	2.30	7	7	5
chr10	70976682	70976683	AluID:182984	-1	-	20	-6.21	23	23	5
chr10	71005800	71005801	AluID:182992	chr10:74224062:74224063	-	22	-10.63	16	16	5
chr10	71034571	71034572	AluID:183002	chr10:74252829:74252830	-	22	-13.08	5	4	5
chr10	71126561	71126562	AluID:183032	chr10:74345411:74345412	-	18	2.50	16	16	5
chr10	71267605	71267606	AluID:183082	chr10:74459370:74459371	+	19	1.46	17	17	5
chr10	71287714	71287715	AluID:183099	chr10:74477038:74477039	+	19	0.03	11	11	5
chr10	71375875	71375876	AluID:183145	1	+	20	-19.31	10	10	6
chr10	71383158	71383159	AluID:183148	1	+	20	-13.20	5	5	5
chr10	71384631	71384632	AluID:183149	chr10:74571913:74571914	+	22	-5.38	8	8	5
chr10	71430710	71430711	AluID:183163	chr10:74617027:74617028	+	22	-22.02	12	12	7
chr10	71506339	71506340	AluID:183188	chr10:74689254:74689255	+	22	-15.99	14	2	14
chr10	71610713	71610714	AluID:183200	chr10:74788780:74788781	-	21	2.50	NA	5	NA
chr10	71629426	71629427	AluID:183209	chr10:74807811:74807812	-	22	-6.48	7	7	6
chr10	71638033	71638034	AluID:183215	-1	-	20	-10.70	6	6	5
chr10	71786245	71786246	AluID:183301	chr10:74957518:74957519	-	21	2.96	12	12	5
chr10	71827495	71827496	AluID:183332	chr10:74997199:74997200	+	18	-4.46	14	14	5
chr10	71896950	71896951	AluID:183373	chr10:75066455:75066456	-	19	-4.69	9	5	9
chr10	71903260	71903261	AluID:183377	chr10:75073130:75073131	-	22	2.79	26	26	6
chr10	71933297	71933298	AluID:183388	chr10:75102279:75102280	-	22	-4.46	12	2	12
chr10	71992654	71992655	AluID:183405	chr10:75159587:75159588	-	18	1.77	11	11	5
chr10	72134063	72134064	AluID:183463	-1	-	20	9.77	18	18	5
chr10	72195853	72195854	AluID:183512	chr10:75358666:75358667	-	18	-17.78	5	3	5
chr10	72214431	72214432	AluID:183545	chr10:75377045:75377046	-	18	3.41	12	12	5
chr10	72218745	72218746	AluID:183556	chr10:75381356:75381357	-	22	3.97	25	25	6
chr10	72252700	72252701	AluID:183565	chr10:75414609:75414610	-	19	-6.50	13	13	5
chr10	72443850	72443851	AluID:183597	chr10:75624047:75624048	-	21	-0.83	7	7	5
chr10	72598936	72598937	AluID:183619	chr10:75773997:75773998	+	18	4.06	8	6	8
chr10	72756426	72756427	AluID:183708	chr10:75931915:75931916	+	21	10.63	10	10	4
chr10	72775827	72775828	AluID:183727	chr10:75951220:75951221	+	19	-1.59	5	2	5
chr10	72882805	72882806	AluID:183784	chr10:76056380:76056381	+	19	-6.66	13	13	8
chr10	72886552	72886553	AluID:183786	chr10:76060160:76060161	+	18	13.53	5	5	5
