chr	start	end	aluexon	position	strand	distance_to_alu	3SSS	WU	U1	U2
chr10	116611936	116611937	AluID:238771	chr14:91521126:91521127	-	19	1.86	9	9	8
chr10	116685189	116685190	AluID:238800	chr14:91589960:91589961	+	22	-18.83	16	16	6
chr10	116710990	116710991	AluID:238823	1	+	20	-23.87	5	3	5
chr10	117443205	117443206	AluID:239026	chr14:92328692:92328693	-	18	-9.85	17	17	5
chr10	117719544	117719545	AluID:239127	chr14:92589769:92589770	+	21	-21.13	6	6	6
chr10	117727754	117727755	AluID:239130	chr14:92599819:92599820	+	18	2.35	9	5	9
chr10	118015771	118015772	AluID:239173	chr14:92889168:92889169	+	19	-4.08	6	5	6
chr10	118321803	118321804	AluID:239232	chr14:93174764:93174765	-	22	-22.48	7	7	6
chr10	118330902	118330903	AluID:239234	chr14:93182967:93182968	-	19	-18.39	7	7	5
chr10	118356419	118356420	AluID:239251	-1	-	20	2.45	14	14	3
chr10	119785038	119785039	AluID:239483	chr14:94626454:94626455	+	19	-12.89	5	5	4
chr10	121945475	121945476	AluID:239553	chr14:96731586:96731587	+	21	-18.37	4	4	4
chr10	122186376	122186377	AluID:239628	chr14:96972281:96972282	+	22	-9.67	10	10	6
chr10	122236257	122236258	AluID:239656	chr14:97023328:97023329	+	22	-22.70	8	2	8
chr10	125842767	125842768	AluID:239795	1	+	20	-5.74	29	29	5
chr10	126002536	126002537	AluID:239833	1	+	20	-1.82	7	7	5
chr10	127924386	127924387	AluID:239984	chr14:102434929:102434930	+	21	-27.36	10	10	6
chr10	127973279	127973280	AluID:240014	chr14:102488003:102488004	+	18	-5.74	NA	25	NA
chr10	128149158	128149159	AluID:240086	chr14:102645822:102645823	+	22	-4.95	8	8	6
chr10	128741467	128741468	AluID:240413	chr14:103248450:103248451	+	19	-6.35	7	6	7
chr10	128906382	128906383	AluID:240483	chr14:103402102:103402103	-	22	2.89	7	7	5
chr10	128921376	128921377	AluID:240485	chr14:103417312:103417313	-	19	-5.96	6	6	5
chr10	129401767	129401768	AluID:240611	chr14:103931067:103931068	+	22	-9.29	NA	5	NA
chr10	129592416	129592417	AluID:240696	chr14:104112668:104112669	+	21	-14.77	5	4	5
chr10	129603258	129603259	AluID:240708	chr14:104121959:104121960	+	18	-9.63	6	5	6
chr10	129709708	129709709	AluID:240747	chr14:104227618:104227619	-	22	-5.56	21	21	5
chr10	1304060	1304061	AluID:246964	1	+	20	-6.28	13	13	7
chr10	130529039	130529040	AluID:240903	chr14:104978202:104978203	-	19	-10.75	8	8	5
chr10	131045841	131045842	AluID:240928	chr14:105456702:105456703	+	19	-25.24	6	2	6
chr10	13362366	13362367	AluID:249358	chr15:71176840:71176841	-	21	-35.95	5	3	5
chr10	1349033	1349034	AluID:246975	chr15:59409688:59409689	+	19	-3.55	6	4	6
chr10	13713629	13713630	AluID:249408	chr15:71550528:71550529	+	21	0.85	6	6	5
chr10	140430	140431	AluID:246586	chr15:58283071:58283072	-	21	-0.71	7	7	5
chr10	14128106	14128107	AluID:249495	1	+	20	5.29	7	5	7
chr10	14376564	14376565	AluID:249544	chr15:72213268:72213269	-	21	-22.80	24	7	24
chr10	14506116	14506117	AluID:249611	chr15:72368087:72368088	-	22	-18.93	8	8	6
chr10	15029794	15029795	AluID:249784	1	+	20	-0.68	6	3	6
chr10	15410427	15410428	AluID:249814	chr15:73356839:73356840	+	22	-14.52	7	3	7
chr10	15947969	15947970	AluID:249923	chr15:73911401:73911402	-	19	-3.43	6	6	6
chr10	16602733	16602734	AluID:249990	chr15:74597298:74597299	+	19	-15.33	8	8	5
chr10	17028150	17028151	AluID:250076	chr15:74978364:74978365	+	18	2.83	7	5	7
chr10	17327232	17327233	AluID:250172	1	+	20	1.32	3	2	3
chr10	17328287	17328288	AluID:250173	chr15:75265799:75265800	+	21	-7.72	12	12	5
chr10	17671828	17671829	AluID:250329	chr15:75736050:75736051	-	22	-1.35	13	13	7
chr10	17758639	17758640	AluID:250396	chr15:75817124:75817125	-	22	-5.30	18	18	5
chr10	17781063	17781064	AluID:250420	chr15:75839785:75839786	-	22	-9.79	23	5	23
chr10	17804502	17804503	AluID:250446	chr15:75863926:75863927	-	22	-10.87	7	6	7
chr10	17930497	17930498	AluID:250483	chr15:75970712:75970713	+	19	-0.31	4	3	4
chr10	19956168	19956169	AluID:243904	chr15:43117287:43117288	-	21	-14.47	7	4	7
chr10	20243634	20243635	AluID:244038	chr15:43397225:43397226	-	22	-0.41	11	11	7
chr10	20280957	20280958	AluID:244080	-1	-	20	-13.04	14	14	5
chr10	20375360	20375361	AluID:244105	chr15:43537279:43537280	-	22	7.18	7	4	7
chr10	20469000	20469001	AluID:244121	1	+	20	0.92	4	4	4
chr10	20710907	20710908	AluID:244220	chr15:43833929:43833930	-	22	-5.81	NA	20	NA
chr10	20723906	20723907	AluID:244233	chr15:43849704:43849705	-	18	-8.33	21	2	21
chr10	20773441	20773442	AluID:244244	chr15:43898812:43898813	-	21	-0.95	6	6	5
chr10	20775539	20775540	AluID:244273	-1	-	20	0.49	8	8	5
chr10	20776507	20776508	AluID:244274	chr15:44001390:44001391	-	19	4.46	5	5	4
chr10	20972503	20972504	AluID:244396	chr15:44185312:44185313	-	19	-5.38	5	4	5
chr10	21446222	21446223	AluID:244496	chr15:44585020:44585021	+	21	-1.68	6	6	6
chr10	22479995	22479996	AluID:244816	chr15:45776065:45776066	-	22	0.87	7	5	7
chr10	22629097	22629098	AluID:244881	1	+	20	-14.02	8	8	5
chr10	26002163	26002164	AluID:244977	-1	-	20	3.55	30	8	30
chr10	26113673	26113674	AluID:244997	chr15:49192712:49192713	-	22	-7.09	16	16	5
chr10	26449037	26449038	AluID:245067	-1	-	20	-3.89	6	5	6
chr10	2754499	2754500	AluID:247223	chr15:60736293:60736294	-	21	-13.29	10	6	10
chr10	27683654	27683655	AluID:245316	chr15:50892628:50892629	-	18	5.57	8	8	5
chr10	28086295	28086296	AluID:245462	1	+	20	-4.79	8	8	6
chr10	28119174	28119175	AluID:245470	1	+	20	-7.10	22	22	7
chr10	28185619	28185620	AluID:245473	chr15:51353316:51353317	-	18	-16.17	8	8	5
chr10	28673007	28673008	AluID:245510	chr15:51813069:51813070	-	21	-3.51	5	5	5
chr10	29213593	29213594	AluID:245704	1	+	20	-9.99	10	10	3
chr10	29342318	29342319	AluID:245724	chr15:52444160:52444161	-	21	-3.47	9	9	5
chr10	29635365	29635366	AluID:245803	chr15:52724148:52724149	-	22	-4.01	24	8	24
chr10	3043612	3043613	AluID:247257	chr15:61002680:61002681	-	19	-16.96	11	11	6
chr10	30830963	30830964	AluID:245893	-1	-	20	-20.16	6	1	6
chr10	31358054	31358055	AluID:245945	chr15:54443620:54443621	+	19	1.37	7	6	7
chr10	31508627	31508628	AluID:245960	chr15:54578092:54578093	+	22	-5.53	5	5	4
chr10	32541980	32541981	AluID:245999	chr15:55544785:55544786	-	21	-18.02	6	6	5
chr10	32670948	32670949	AluID:246095	chr15:55696954:55696955	-	22	-22.16	5	5	5
chr10	32722820	32722821	AluID:246141	chr15:55758611:55758612	-	18	0.96	12	2	12
chr10	33164476	33164477	AluID:246235	chr15:56160249:56160250	-	19	-9.99	8	8	5
chr10	33205741	33205742	AluID:246245	chr15:56201057:56201058	-	21	-12.00	13	13	4
chr10	33803962	33803963	AluID:243563	chr15:42368059:42368060	+	22	7.44	5	2	5
chr10	34152123	34152124	AluID:243496	1	-	20	8.54	5	5	5
chr10	34187726	34187727	AluID:243476	chr15:41996436:41996437	-	22	-24.42	6	6	5
chr10	34473211	34473212	AluID:243333	chr15:41732398:41732399	-	22	-8.84	6	6	5
chr10	34486440	34486441	AluID:243316	chr15:41720957:41720958	-	22	-0.59	6	4	6
chr10	34531372	34531373	AluID:243269	chr15:41671752:41671753	-	21	-0.93	7	7	5
chr10	34697595	34697596	AluID:243127	-1	+	20	-10.03	4	4	4
chr10	35234350	35234351	AluID:242885	1	-	20	-0.74	6	6	3
chr10	35238458	35238459	AluID:242879	chr15:40987121:40987122	-	21	-12.08	3	2	3
chr10	35318921	35318922	AluID:242851	1	-	20	2.08	9	9	7
chr10	35330262	35330263	AluID:242837	chr15:40896602:40896603	-	18	-22.73	6	6	6
chr10	35336357	35336358	AluID:242830	chr15:40891020:40891021	-	21	4.32	7	7	5
chr10	36103154	36103155	AluID:242702	-1	+	20	-8.52	6	6	5
chr10	36109585	36109586	AluID:242700	chr15:40194279:40194280	+	22	-6.39	9	9	6
chr10	36330790	36330791	AluID:242671	chr15:40015127:40015128	+	18	5.42	9	9	4
chr10	39530230	39530231	AluID:242587	1	-	20	7.98	4	4	3
chr10	40929721	40929722	AluID:242551	chr15:35676869:35676870	+	19	-9.14	7	7	7
chr10	41393444	41393445	AluID:242524	chr15:35257867:35257868	+	19	1.32	15	15	5
chr10	41412953	41412954	AluID:242511	chr15:35240993:35240994	+	19	2.30	21	21	5
chr10	42083209	42083210	AluID:242135	chr15:33186682:33186683	-	19	-2.62	18	18	6
chr10	42352587	42352588	AluID:242181	chr15:33466141:33466142	-	21	-9.32	6	6	5
chr10	43247137	43247138	AluID:242308	1	+	20	1.52	14	14	6
chr10	43388148	43388149	AluID:242364	chr15:34440776:34440777	-	22	-12.14	8	8	7
chr10	43569073	43569074	AluID:242438	chr15:34639477:34639478	+	19	-0.29	NA	15	NA
chr10	44814312	44814313	AluID:229844	chr14:20902695:20902696	-	19	0.58	13	13	7
chr10	45227723	45227724	AluID:229880	chr14:21534229:21534230	-	19	5.43	6	6	5
chr10	46928045	46928046	AluID:230149	1	+	20	2.30	30	30	5
chr10	46971574	46971575	AluID:230156	chr14:23379899:23379900	-	22	-17.32	9	9	5
chr10	47251138	47251139	AluID:230241	chr14:23646151:23646152	-	22	-6.35	26	26	5
chr10	47263192	47263193	AluID:230247	chr14:23657689:23657690	+	18	3.20	13	13	7
chr10	48243311	48243312	AluID:230382	chr14:24666955:24666956	-	22	-27.55	12	7	12
chr10	48996068	48996069	AluID:230433	chr14:25459864:25459865	-	22	3.99	6	6	5
chr10	54016132	54016133	AluID:230497	chr14:30371458:30371459	-	19	-4.13	5	5	4
chr10	55157801	55157802	AluID:230571	-1	-	20	3.80	22	22	6
chr10	5526352	5526353	AluID:247470	chr15:63431973:63431974	-	18	-4.36	12	12	7
chr10	55383446	55383447	AluID:230772	chr14:31646143:31646144	-	22	2.02	18	18	6
chr10	56004130	56004131	AluID:230965	1	+	20	-27.98	9	9	7
chr10	56676579	56676580	AluID:231008	chr14:32866592:32866593	+	18	-5.39	12	12	5
chr10	57422127	57422128	AluID:231087	1	+	20	4.69	7	7	5
chr10	58716184	58716185	AluID:231215	-1	-	20	5.35	7	3	7
chr10	5873187	5873188	AluID:247537	chr15:63838835:63838836	+	22	-13.69	19	19	7
chr10	58985799	58985800	AluID:231360	-1	-	20	-5.30	7	7	5
chr10	59211154	59211155	AluID:231420	chr14:35301317:35301318	-	22	-0.50	5	4	5
chr10	59578741	59578742	AluID:231606	chr14:35671858:35671859	+	21	-3.19	10	8	10
chr10	59649422	59649423	AluID:231627	chr14:35725552:35725553	+	19	-14.75	9	9	5
chr10	6015207	6015208	AluID:247582	chr15:63979735:63979736	-	22	2.12	15	15	5
chr10	60217544	60217545	AluID:231711	chr14:36183296:36183297	-	19	-0.08	19	19	5
chr10	60377667	60377668	AluID:231787	chr14:36325846:36325847	+	22	-20.56	6	6	6
chr10	61825867	61825868	AluID:231910	chr14:37690000:37690001	+	22	-4.04	9	3	9
chr10	62012224	62012225	AluID:231968	1	+	20	-6.20	12	12	5
chr10	63898225	63898226	AluID:232135	chr14:39700664:39700665	+	22	-4.16	15	15	5
chr10	6390896	6390897	AluID:247698	chr15:64352122:64352123	-	19	2.64	6	5	6
chr10	6507628	6507629	AluID:247744	chr15:64471444:64471445	-	21	-1.68	6	6	5
chr10	6680417	6680418	AluID:247849	-1	-	20	-6.21	11	11	8
chr10	6851123	6851124	AluID:247976	chr15:64820323:64820324	+	19	-9.18	11	11	6
chr10	69684789	69684790	AluID:232342	1	+	20	-8.61	10	10	3
chr10	69832907	69832908	AluID:232389	chr14:45704795:45704796	-	22	-10.79	5	4	5
chr10	6988130	6988131	AluID:248093	chr15:64952041:64952042	+	19	-8.31	6	6	5
chr10	711555	711556	AluID:246669	chr15:58820734:58820735	+	18	-10.70	3	3	3
chr10	7264982	7264983	AluID:248173	chr15:65198156:65198157	+	19	4.21	7	4	7
chr10	7283560	7283561	AluID:248177	chr15:65208541:65208542	+	22	-5.12	8	8	6
chr10	74269224	74269225	AluID:232549	chr14:50174808:50174809	+	18	-14.51	10	10	5
chr10	74342646	74342647	AluID:232583	chr14:50254993:50254994	-	22	1.77	9	9	7
chr10	74369247	74369248	AluID:232606	chr14:50289244:50289245	-	22	-8.36	5	4	5
chr10	7439956	7439957	AluID:248226	chr15:65365318:65365319	-	19	-4.71	5	5	3
chr10	74761414	74761415	AluID:232684	chr14:50665852:50665853	-	21	-14.37	5	3	5
chr10	74786430	74786431	AluID:232699	chr14:50681312:50681313	-	22	-5.94	5	3	5
chr10	74849384	74849385	AluID:232738	chr14:50738847:50738848	-	18	1.19	5	5	5
chr10	75032470	75032471	AluID:232807	chr14:50911288:50911289	-	22	-22.27	8	8	4
chr10	75113936	75113937	AluID:229755	chr14:50987210:50987211	-	19	-15.50	9	9	5
chr10	75161172	75161173	AluID:232842	chr14:51032721:51032722	+	21	-1.73	11	11	5
chr10	75451794	75451795	AluID:232888	chr14:51277240:51277241	-	21	5.02	7	7	4
chr10	75531693	75531694	AluID:232906	chr14:51353166:51353167	-	18	-5.54	7	7	5
chr10	7654942	7654943	AluID:248297	chr15:65569314:65569315	-	19	-20.24	6	5	6
chr10	7728082	7728083	AluID:248322	chr15:65657225:65657226	-	18	-5.22	6	6	5
chr10	77320275	77320276	AluID:233113	chr14:53219606:53219607	+	21	-6.31	6	6	5
chr10	7831240	7831241	AluID:248348	chr15:65749690:65749691	-	18	3.28	9	9	6
chr10	79773514	79773515	AluID:233356	chr14:55615397:55615398	-	19	-3.81	5	5	4
chr10	80004166	80004167	AluID:233423	chr14:55814961:55814962	+	22	3.54	9	6	9
chr10	80963550	80963551	AluID:233497	chr14:56641730:56641731	+	19	-5.43	NA	6	NA
chr10	8134628	8134629	AluID:248491	chr15:66048097:66048098	-	22	-6.94	15	13	15
chr10	8136313	8136314	AluID:248493	chr15:66049629:66049630	+	21	3.57	4	4	4
chr10	82457824	82457825	AluID:233580	-1	-	20	2.30	20	20	5
chr10	83390110	83390111	AluID:233847	chr14:58990485:58990486	+	21	-5.11	6	2	6
chr10	84711676	84711677	AluID:233921	chr14:60232936:60232937	-	19	-9.27	8	8	6
chr10	85093902	85093903	AluID:233948	chr14:60613943:60613944	-	18	-5.37	6	5	6
chr10	85973672	85973673	AluID:234050	chr14:61429715:61429716	+	19	-6.05	17	17	5
chr10	86369392	86369393	AluID:234108	1	+	20	-7.31	4	4	4
chr10	86802049	86802050	AluID:234194	chr14:62241985:62241986	+	22	7.34	6	6	6
chr10	87060834	87060835	AluID:234209	1	+	20	-6.69	17	17	6
chr10	8790055	8790056	AluID:248741	chr15:66684898:66684899	+	21	-17.80	12	12	5
chr10	880299	880300	AluID:246701	chr15:58980558:58980559	-	19	-2.73	10	10	5
chr10	88869166	88869167	AluID:234499	chr14:64431696:64431697	+	22	2.18	14	14	5
chr10	88874716	88874717	AluID:234506	chr14:64437850:64437851	+	21	-0.21	16	16	12
chr10	89048478	89048479	AluID:234584	chr14:64615011:64615012	-	22	-4.80	8	3	8
chr10	89175507	89175508	AluID:234640	chr14:64729618:64729619	-	18	-16.26	12	12	5
chr10	89401075	89401076	AluID:234762	chr14:64958165:64958166	-	21	-13.48	6	5	6
chr10	89433011	89433012	AluID:234778	chr14:64987595:64987596	+	19	-9.24	8	7	8
chr10	89485049	89485050	AluID:234792	chr14:65037848:65037849	+	21	0.59	6	6	6
chr10	89501917	89501918	AluID:234799	1	+	20		NA	NA	5
chr10	89751284	89751285	AluID:234817	chr14:65275980:65275981	-	21	-8.73	8	8	5
chr10	89970376	89970377	AluID:234875	chr14:65487017:65487018	+	19	-4.22	6	5	6
chr10	89974994	89974995	AluID:234883	chr14:65492529:65492530	-	19	-6.79	13	13	6
chr10	89995386	89995387	AluID:234902	chr14:65512171:65512172	+	18	-11.53	13	13	5
chr10	90487638	90487639	AluID:234941	chr14:65907083:65907084	+	19	-8.45	11	11	5
chr10	9122288	9122289	AluID:248876	chr15:66956701:66956702	+	18	-17.33	12	7	12
chr10	91851754	91851755	AluID:235059	chr14:67199267:67199268	+	18	-9.47	6	4	6
chr10	91938094	91938095	AluID:235073	chr14:67295820:67295821	+	22	-3.10	9	9	5
chr10	92374444	92374445	AluID:235128	chr14:67670457:67670458	+	18	-6.07	5	5	5
chr10	92474667	92474668	AluID:235154	chr14:67744772:67744773	+	21	12.22	24	24	11
chr10	92495087	92495088	AluID:235170	chr14:67767610:67767611	+	18	-23.81	5	2	5
chr10	92497867	92497868	AluID:235171	1	+	20	-4.70	5	3	5
chr10	92617993	92617994	AluID:311046	-1	+	20	-21.96	7	4	7
chr10	93683220	93683221	AluID:235488	1	+	20	4.04	5	4	5
chr10	94106371	94106372	AluID:235520	chr14:69350496:69350497	-	22	-9.98	8	5	8
chr10	94171990	94171991	AluID:235538	chr14:69411889:69411890	-	22	-28.85	5	4	5
chr10	94353355	94353356	AluID:235561	chr14:69573770:69573771	-	19	-8.22	17	17	5
chr10	94579871	94579872	AluID:235622	chr14:69802856:69802857	+	21	-14.54	7	6	7
chr10	94881355	94881356	AluID:235684	chr14:70093425:70093426	+	22	-24.90	20	5	20
chr10	94930535	94930536	AluID:235701	1	+	20	-5.33	8	6	8
chr10	95042135	95042136	AluID:229743	-1	-	20	-4.00	6	2	6
chr10	95165854	95165855	AluID:235745	chr14:70381638:70381639	+	21	-16.63	6	4	6
chr10	95408824	95408825	AluID:235764	chr14:70611344:70611345	-	21	11.46	15	15	5
chr10	96580716	96580717	AluID:235887	chr14:71831798:71831799	+	21	-7.08	7	3	7
chr10	96594629	96594630	AluID:235897	chr14:71855681:71855682	+	19	5.09	6	6	5
chr10	96604297	96604298	AluID:235901	chr14:71866154:71866155	+	18	-12.93	9	5	9
chr10	97292113	97292114	AluID:236029	chr14:72535235:72535236	+	19	2.30	21	21	5
chr10	978442	978443	AluID:246749	chr15:59071029:59071030	+	22	2.30	17	17	7
chr10	978684	978685	AluID:246750	chr15:59071284:59071285	+	19	1.24	7	7	3
chr10	98074284	98074285	AluID:236134	chr14:73289088:73289089	-	19	-9.41	7	4	7
chr10	98106487	98106488	AluID:236148	-1	-	20	-4.33	12	12	7
chr10	9819157	9819158	AluID:248949	chr15:67645712:67645713	+	22	3.83	23	23	6
chr10	98427850	98427851	AluID:236304	chr14:73611614:73611615	+	18	-9.91	10	10	5
chr10	98718184	98718185	AluID:236451	chr14:73887467:73887468	-	18	-12.49	5	3	5
chr10	98744006	98744007	AluID:236491	chr14:73918138:73918139	-	19	3.62	9	9	8
chr10	98903528	98903529	AluID:236586	1	+	20	-13.10	5	4	5
chr10	98903765	98903766	AluID:236587	chr14:74123942:74123943	+	18	4.64	5	5	5
chr10	98968086	98968087	AluID:236628	chr14:74204335:74204336	-	19	-0.01	4	4	4
chr10	99151842	99151843	AluID:236686	chr14:74365994:74365995	+	18	-2.86	9	9	4
chr10	99164021	99164022	AluID:236695	chr14:74378888:74378889	+	18	-7.30	13	13	5
chr10	99164915	99164916	AluID:236696	chr14:74379773:74379774	+	22	1.38	18	18	7
chr10	99433218	99433219	AluID:236920	chr14:74624194:74624195	+	19	-4.04	13	5	13
chr10	99607382	99607383	AluID:236999	chr14:74805747:74805748	+	22	-4.12	8	8	4
chr10	99945482	99945483	AluID:237049	chr14:75141307:75141308	-	18	-0.71	7	6	7
chr10_ACFV01183473_random	1080	1081	AluID:231841	chr14:37275388:37275389	+	18	-8.32	6	6	6
chr10_ACFV01195399_random	2059	2060	AluID:248253	chr15:65441808:65441809	-	19	-7.34	7	4	7
chr10_ACFV01197241_random	1470	1471	AluID:248648	-1	+	20	-19.44	17	17	17
chr10_GL285437_random	97147	97148	AluID:249969	chr15:74405656:74405657	-	22	-11.42	5	5	5
chr1	100164591	100164592	AluID:154779	chr9:71600184:71600185	-	21	2.60	17	17	5
chr1	100256087	100256088	AluID:154768	1	-	20	-11.24	7	7	5
chr1	100462755	100462756	AluID:154742	chr9:71337132:71337133	-	21	0.47	16	7	16
chr1	10143518	10143519	AluID:228089	chr13:95676461:95676462	-	22	2.46	7	7	5
chr1	10145197	10145198	AluID:228090	chr13:95678499:95678500	-	21	-5.86	24	24	5
chr1	10172237	10172238	AluID:228096	chr13:95701917:95701918	-	19	-2.10	7	7	5
chr1	102028301	102028302	AluID:150764	chr9:388573:388574	+	21	-5.20	11	11	5
chr1	102266372	102266373	AluID:150830	chr9:633687:633688	+	21	-9.41	5	5	5
chr1	102495332	102495333	AluID:150884	chr9:868002:868003	+	19	0.49	6	6	4
chr1	10301092	10301093	AluID:228143	chr13:95836154:95836155	-	21	-14.70	6	6	6
chr1	10335331	10335332	AluID:228151	chr13:95862576:95862577	-	22	-1.16	18	6	18
chr1	10354699	10354700	AluID:228162	chr13:95881011:95881012	-	21	-3.87	19	19	5
chr1	103852512	103852513	AluID:150946	chr9:2176602:2176603	+	18	-9.34	7	2	7
chr1	104449757	104449758	AluID:150957	chr9:2738426:2738427	-	18	-16.40	7	7	5
chr1	104512687	104512688	AluID:150971	chr9:2801118:2801119	-	18	-2.52	9	5	9
chr1	105614612	105614613	AluID:151027	-1	-	20	-2.55	5	4	5
chr1	105619339	105619340	AluID:151028	chr9:3896663:3896664	-	18	-7.71	7	7	5
chr1	105831721	105831722	AluID:151046	chr9:4091353:4091354	-	22	-15.17	8	8	6
chr1	105906881	105906882	AluID:151051	chr9:4159726:4159727	-	19	-12.85	5	5	5
chr1	106063845	106063846	AluID:151078	chr9:4312459:4312460	-	21	-25.12	16	16	6
chr1	106429708	106429709	AluID:151140	chr9:4694108:4694109	+	18	-15.84	5	5	4
chr1	106584556	106584557	AluID:151177	chr9:4817479:4817480	+	19	-7.29	15	15	7
chr1	106626125	106626126	AluID:151185	chr9:4857951:4857952	+	21	3.10	15	15	6
chr1	107919558	107919559	AluID:151317	chr9:6220792:6220793	+	21	-11.03	7	5	7
chr1	108071532	108071533	AluID:151333	chr9:6429432:6429433	+	22	-2.19	8	8	8
chr1	108129152	108129153	AluID:151368	chr9:6488555:6488556	+	18	-10.20	8	8	5
chr1	10827794	10827795	AluID:228311	chr13:96352407:96352408	+	22	-11.17	5	4	5
chr1	108498235	108498236	AluID:151566	chr9:6844712:6844713	+	19	-0.11	13	13	5
chr11	101490061	101490062	AluID:215596	-1	-	20	-24.98	9	9	6
chr11	104088728	104088729	AluID:194739	chr11:40879470:40879471	-	19	-6.16	17	17	7
chr1	110438018	110438019	AluID:151705	chr9:8728971:8728972	-	21	0.03	10	10	5
chr1	110516816	110516817	AluID:151724	chr9:8803740:8803741	-	18	-9.83	6	4	6
chr1	110517651	110517652	AluID:151725	chr9:8804587:8804588	-	18	-14.16	6	6	6
chr11	106529821	106529822	AluID:194803	chr11:43387556:43387557	+	18	-13.21	22	22	5
chr11	107463726	107463727	AluID:194953	chr11:44314954:44314955	-	19	-5.55	6	6	6
chr1	110869749	110869750	AluID:151758	-1	-	20	1.22	15	15	5
chr11	109166091	109166092	AluID:195029	chr11:45980154:45980155	-	18	-3.96	8	8	6
chr11	109673210	109673211	AluID:195109	chr11:46469231:46469232	-	19	3.96	11	2	11
chr11	109920668	109920669	AluID:195266	chr11:46674741:46674742	+	22	-5.86	21	21	5
chr11	110069706	110069707	AluID:195320	chr11:46808698:46808699	-	18	-0.94	16	16	3
chr11	110123326	110123327	AluID:195355	chr11:46861660:46861661	-	19	-19.40	7	7	5
chr11	110563247	110563248	AluID:195535	chr11:47305154:47305155	+	19	-20.68	14	14	6
chr11	110647044	110647045	AluID:195577	chr11:47388385:47388386	-	19	-6.73	9	9	5
chr11	110803234	110803235	AluID:195622	chr11:47536411:47536412	-	22	-8.18	11	11	4
chr11	110918311	110918312	AluID:195706	chr11:47646334:47646335	-	19	-13.79	4	3	4
chr11	111057818	111057819	AluID:195808	chr11:47774859:47774860	-	18	4.45	12	5	12
chr11	111284844	111284845	AluID:195877	chr11:48012551:48012552	+	18	-19.31	NA	2	NA
chr11	113535755	113535756	AluID:196062	chr11:57444775:57444776	+	21	1.88	15	15	7
chr11	113607305	113607306	AluID:196109	chr11:57526775:57526776	+	22	-13.41	9	9	5
chr11	113635680	113635681	AluID:196125	chr11:57551994:57551995	+	21	-0.12	8	6	8
